,topic0,topic1,topic2,topic3,topic4,topic5,topic6,project,date
rails-tags_2007-01,3.0491185449189295,87.39334405399244,0.14311549576552993,31.985185040879884,0.14299746117783094,0.1431726278664143,0.14306677537516832,rails,2007-01
rails-tags_2010-01,1.4226920842241726,80.84478983177219,0.14333068640605973,34.61585002156167,0.14301927044985108,1.687233508812766,0.14308459673652613,rails,2010-01
rails-tags_2011-01,44.91632709238069,207.3400869547973,0.14363927086792674,0.14348645419675765,12.736926620186125,0.14347096795071587,20.576062639546617,rails,2011-01
rails-tags_2013-01,16.954491581423326,250.45468205000515,7.391065102928496,7.656637816990334,38.256257175337446,0.14331836139334536,0.14354791184537152,rails,2013-01
ninja-tags_2014-06,0.14340934003596653,871.1396654374412,0.14337376857202913,0.14335203754877662,0.1434653542977743,0.143238062647177,0.14349599938070537,ninja,2014-06
ninja-tags_2016-01,0.14353790995780208,705.1393041964819,0.1433110502603417,0.14335053000226328,0.1436188757950616,0.14330384774812968,0.1435735896788419,ninja,2016-01
ninja-tags_2013-06,0.14354447671402465,1123.0170845510338,0.143416414818745,0.14324906490098321,0.1435147525274772,0.14334517447260392,114.26584556538772,ninja,2013-06
ninja-tags_2014-01,0.14339262594035976,859.1396437091747,0.14337981868929603,0.1433583775853989,0.14347104121634613,0.14324319262141416,0.14351123469864946,ninja,2014-01
ninja-tags_2015-01,0.14355833354111902,704.1392801274623,0.1433116237557197,0.14335118611042919,0.14361977313130667,0.14330449754322516,0.14357445838043006,ninja,2015-01
ninja-tags_2015-06,0.14353790995780208,705.1393041964819,0.1433110502603417,0.14335053000226328,0.1436188757950616,0.14330384774812968,0.1435735896788419,ninja,2015-06
ninja-tags_2013-01,0.14355510058013993,1136.9434717779732,0.14341481140730708,0.14324894938249844,0.14350852875031858,0.14334313025112339,112.33945770150886,ninja,2013-01
CodeIgniter-tags_2014-06,0.1434573024316454,0.14338695107754906,0.14342106377026284,0.1433190033611167,4422.139659196594,0.1434255813460102,0.14333090095086973,CodeIgniter,2014-06
CodeIgniter-tags_2012-01,0.14336031299744437,0.1432655468122919,0.14331900315231277,0.14327173103288346,4993.140136943399,0.1433864529392722,0.143260009138412,CodeIgniter,2012-01
CodeIgniter-tags_2016-01,0.1434431776781232,85.50410015518517,0.14345381371289323,0.14339678769825467,4546.778749361006,0.14346797819995621,0.14338872593222146,CodeIgniter,2016-01
CodeIgniter-tags_2013-06,0.1434112424777502,0.14339349470569612,0.14341702229618555,0.1433200418696774,4358.1396795428955,0.1434351278508211,0.14334352743948323,CodeIgniter,2013-06
CodeIgniter-tags_2014-01,0.143406217895862,0.1433883572359568,0.14340845047267284,0.14332213982192762,4401.139711418546,0.1434307200537635,0.1433326955021402,CodeIgniter,2014-01
CodeIgniter-tags_2010-06,0.1432349457610863,0.14320018292679226,0.14326749473315628,0.14321953430221204,4303.140615285488,0.14322645364981829,0.14323610275977236,CodeIgniter,2010-06
CodeIgniter-tags_2009-06,0.14316649174760382,0.1431726946700834,0.1432845308032563,0.14321178513946034,3901.1407432354854,0.14319323810715248,0.14322802373196145,CodeIgniter,2009-06
CodeIgniter-tags_2009-01,0.1431707505873731,0.14316909161134994,0.14324454341856685,0.14321515306108681,3846.1407737640243,0.1431975879620173,0.14322910902924663,CodeIgniter,2009-01
CodeIgniter-tags_2011-06,0.14328068187234816,0.14320842626903826,0.143305310265317,0.1432497471020126,4375.140302865725,0.14338871070782133,0.14326425765768994,CodeIgniter,2011-06
CodeIgniter-tags_2012-06,53.10845706719021,0.1434124326172922,0.14342314693181954,0.1433617298678738,3066.1744832341565,0.14348881890998685,0.14337356997463596,CodeIgniter,2012-06
