index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,project,date
0hh1,0.10000630008845211,0.10002684627164667,247.7144422940183,0.10002151942973835,0.10002301146704248,74.0267230076932,2193.6892921701933,0.10002557386185341,898.9694113628808,0.1000279134466019,0hh1,2016-01
2048,3.101235538592474,0.1000113882512153,41.295640309594994,0.10000668972136492,0.10000825266531378,104.8984482564126,233.10455595697914,0.10002735526063515,0.10003280490039075,0.10003344756422065,2048,2016-01
AtomicGameEngine,106.63167372945645,406768.1526779343,940.6390034724028,2097.023472893439,9306.834040817572,0.1000290127083059,2041.2240440303572,284.5707568118396,3610.092250893643,9316.732050315968,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,BEMSimpleLineGraph,2016-01
BrowserQuest,0.10003799698489604,0.10002586252866166,0.10002552067375496,481.9455132743486,399.2415730364126,631.4752282641696,10397.615274396703,647.9459353195092,878.376356266573,0.10003005909609103,BrowserQuest,2016-01
CNTK,0.10001148394432534,69.94264662524142,13.381944003438006,0.10002298565425831,0.10002487553159226,0.10002950924528543,2445.2404313138086,0.10002319381916286,2865.1500632375755,56067.78480276131,CNTK,2016-01
Caret,111.995480238899,40.40514281602708,293.0730247162786,412.1139252381871,1189.244635294839,0.10002686779481894,122889.22014312072,0.10002825860969364,625.7258890933751,264.0217043345958,Caret,2016-01
Chart.js,20.67035505972758,0.10002848567319095,0.10001928877053454,0.10001669535858207,0.1000270527573892,23715.672125061108,607.3031171487971,25.85676155218948,162.99752476553334,0.10002488512452348,Chart.js,2016-01
CodeIgniter,7.29657542245471,12053.46014147827,848.7397798281751,6672.253672181303,11573.60924099826,0.10002833114538295,37.24050251469779,0.10002200874929429,0.10001847817726797,0.10001875295585148,CodeIgniter,2016-01
Dash,0.1000190353898006,13423.815437505604,33817.70910806928,744.3810669821814,9883.73825266245,0.10002957087694114,0.10002576307579665,0.10002595446629327,1086.8560053189008,0.100029126195379,Dash,2016-01
Decider,0.10000386599134478,0.10001186384495789,0.10002928385517518,0.10002900338843414,264.6622217674594,139.2687522721263,21.98006703661159,0.10001147949032936,15.744704966559077,1972.8441684600964,Decider,2016-01
GD,1325864.6442956778,48.00753776024093,18.16810042694561,0.10002936045132464,0.10002940883223634,0.10002996885265987,0.10002905034120577,5.0598472242474175,4.263330834986669,105.45677002275704,GD,2016-01
GamePlay,0.10001944262928722,0.10002552978586994,47389.83065817753,15.12151019987245,1340.727233972683,61.44817174428074,37.54499227571341,17792.739724567262,0.1000202804711409,1402.2876437984996,GamePlay,2016-01
HLearn,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,HLearn,2016-01
KomodoEdit,0.10001667246863051,23415.886241540175,0.10002660200953838,8764.42884158729,151767.35684312158,0.10002580516703292,21921.218199022394,673.3116870671324,19.18442596440705,2478.313692575782,KomodoEdit,2016-01
Leaflet,0.10004729085141562,0.10002161606414056,249.86032235992707,44.049480400893934,0.10002661993196144,4831.166763163239,3936.870520669358,431.4163748595521,2335.2364093374317,0.10003368025030186,Leaflet,2016-01
LightTable,0.10000934964494411,0.10002449005407146,0.10003332091313982,0.10002592478672588,40.357853374165124,0.10003081010414663,32.44745434596923,13.069437051425972,0.10002474749370305,4.525106585425223,LightTable,2016-01
MLPNeuralNet,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,MLPNeuralNet,2016-01
ML_for_Hackers,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,ML,2016-01
MonoGame,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,MonoGame,2016-01
OpenRA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,OpenRA,2016-01
PredictionIO,0.10008163034698435,0.10002213827614848,0.10001402457470566,6912.039394536731,2252.4926851889877,121.29754637826265,0.10002416574547367,0.10002497768477125,0.10002842836896965,9933.570178527503,PredictionIO,2016-01
Starling-Framework,0.10001071543749801,370.1779333008301,1429.821023569283,2815.6712740533458,16.508429976286475,2084.51531629014,0.10002884434642725,9394.253411131807,208.33442983487794,2823.518142278988,Starling,2016-01
Theano,0.1000088208147888,2081.2959121010267,0.10002568246772064,0.10002638436467122,3926.870371848881,3606.2373593404177,0.10002599101403853,0.10002769733202424,0.10002494022094041,73737.99621717555,Theano,2016-01
Torque2D,16.481452233501084,6624.115878775084,10661.98282116305,2671.5735950775993,1225.1685175737957,0.10002888777059964,0.10002455604920017,3861.2776235525153,0.100028837656746,0.10002933798794669,Torque2D,2016-01
Torque3D,0.10002176023689967,64973.0209147112,160468.9378445716,3.1866467281953708,9786.413218597936,88.9576188517985,8596.790107925983,155651.7385539353,1852.2415142351954,12635.613558601568,Torque3D,2016-01
adarkroom,0.10002259659917066,0.10002140338942857,0.10002952286546368,0.10001336651949912,80.8536464064579,290.40165218623906,1959.4242344066652,615.0379504039674,8331.782411841043,0.10001786367429441,adarkroom,2016-01
arbor,0.10003271122173965,288.30820896283575,0.10002189967991564,0.100020810642971,139.07854387808842,905.0765307022973,1368.8600288321247,319.0691834803325,146.2074056061553,0.1000231158339882,arbor,2016-01
atom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,atom,2016-01
brackets,0.10002408619878281,3815.602457666878,0.10002691326625705,9998.398576783586,9881.10075105599,240.76583671288142,253038.62475816993,0.1000281970286713,1918.1075150729139,0.10002528396345745,brackets,2016-01
brain,0.10000489915881494,0.10002636092391864,0.10001687608299414,0.10001878354465425,0.10002630402584055,0.10003059209395311,75.08005885562451,0.10001504551627824,355.2940551818088,35.925747101115505,brain,2016-01
