index,topic0,topic1,topic2,topic3,topic4,topic5,project,date
kartograph.js,10626.104298730124,1072.578120857911,167.94182390334018,1353.1435438802778,111.52449736752531,1298.7077152542001,kartograph.js,2016-01
keras,54.44995430286327,0.16798601576953257,0.1686035820255334,158.83594954218913,0.16706618511490332,31744.210440360934,keras,2016-01
laravel,0.16851263970919722,131.6063056029224,987.7893006781359,5965.632093926516,29.775048474492092,22.028738674288682,laravel,2016-01
leo-editor,14729.464569676755,233.58882659482728,0.16837018246957433,311556.9991725481,13938.443902043597,1077.335158812238,leo,2016-01
libgdx,80156.68857750403,328768.1205158408,100098.99149929424,0.16816450836809943,3469.416142588787,16125.615100063014,libgdx,2016-01
mahout,0.16833867175449962,0.16825022817434498,106094.45392021144,0.1681549765001462,0.16842422016959993,183626.87291158803,mahout,2016-01
matplotlib,93599.14541623891,1541.0683906124268,0.16846717654518112,27150.00946984955,3816.099412244903,64576.5088437691,matplotlib,2016-01
mean,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,mean,2016-01
meteor,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,meteor,2016-01
metrics-graphics,19817.134956632795,0.16812361039607013,0.168318113163321,15906.443725693316,141.5088342886469,70.5760416466823,metrics,2016-01
modestmaps-js,20447.84748053297,0.1683891464364231,326.20370628715636,3841.4434955585816,0.16842959204808186,0.1684988702165297,modestmaps,2016-01
mxnet,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,mxnet,2016-01
neon,1578.9868942861933,0.1684835550251868,4965.280637700648,0.16838136985891,0.1680193839774595,47033.22758368278,neon,2016-01
neovim,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,neovim,2016-01
nupic,38056.29895972943,355.17210270759415,3522.945760770041,44218.65514142087,2148.732527278598,229372.19550796316,nupic,2016-01
openage,6897.998773252203,10537.417382553818,0.16846050952947944,1238.0458056801228,310.0379140473513,2299.3316639454206,openage,2016-01
oryx,0.16812997809157246,0.1681344699092274,34978.160728802046,0.16829327923456514,0.167344203060567,40078.16736924035,oryx,2016-01
pakyow,0.1684697180095159,0.16792671398298506,4723.959914065237,12442.36863809374,0.1671379759025262,0.16791342724418323,pakyow,2016-01
panda3d,0.16812688787854504,1635.8785444840646,521.2836650925298,3644.3337341860424,0.16769050285569564,0.16823884345111584,panda3d,2016-01
pattern,57.355127530113656,1459.9175420532645,3913.4693928647384,60798.90397158183,391.9906222780938,17106.363343646128,pattern,2016-01
peity,420.191783905167,0.1677623932081329,0.16901199841695627,321.53208245871696,160.77156701215068,0.16779223180768435,peity,2016-01
pygal,7787.874870589649,687.7553606285702,288.59372053539715,1401.6820878842018,134.1399436945249,4503.954016660915,pygal,2016-01
rails,17.675747408796642,603.3988850043925,14605.618643639973,363065.3729937363,30.423017536497394,422.5107125179423,rails,2016-01
raw,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,raw,2016-01
recline,63397.03420499674,0.16843829192101836,612.595168477009,36683.787299100615,11.045721134129673,604.3691679555837,recline,2016-01
ruby-warrior,2020.8582776213625,997.0362065373697,0.1681949733029672,264.5448933689801,0.1669457229588658,639.2254817723768,ruby,2016-01
scikit-learn,1557.885068896144,0.1682472944686953,0.16841255444499106,2377.7325124374656,411.16207549786674,233943.88368321172,scikit,2016-01
seldon-server,0.16828799066065447,0.16823064560926754,59631.423495401614,2202.839517951423,0.16716890089203199,15866.233299082849,seldon,2016-01
sharelatex,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,sharelatex,2016-01
shogun,0.16812246920012977,6458.494834592437,0.1681884519970538,0.16809937549341397,0.16723017694103148,232561.83352485808,shogun,2016-01
sigma.js,20521.669580637314,515.8240158769962,685.9726507392982,2396.814765347449,137.94250341164732,2237.776483974623,sigma.js,2016-01
sinatra,0.16836318883534324,0.16853801571755891,1909.8255081809916,8937.967588194397,88.70196718412645,0.16803523183934463,sinatra,2016-01
slap,107.9250417818583,0.16787487624965677,0.16829328044034858,1289.4039359143524,0.1669863894949186,0.16786775714737967,slap,2016-01
spacemacs,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,spacemacs,2016-01
spring,203025.07030941636,199506.20337004404,109.86673412879033,8078.255740408797,450.88679107987645,58102.7170547148,spring,2016-01
spring-framework,0.16823188265853994,0.16838967267108917,1565400.5328012216,870.7935302032998,0.16867783560180075,0.16836853171964986,spring,2016-01
superpowers-core,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,superpowers,2016-01
symfony,157.02032182905663,13.449299133400487,181442.2839631554,131062.42747494114,0.1684426601357008,1879.650498161735,symfony,2016-01
tensorflow,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,tensorflow,2016-01
textmate,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,textmate,2016-01
turbulenz_engine,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,turbulenz,2016-01
untrusted,14410.438466689624,1917.5465182682178,0.16837341721000051,40921.32750401434,108.76518062513118,547.7539569586631,untrusted,2016-01
vim.js,0.16850752361751803,65668.28192483392,0.1677505021499319,166808.72042945624,3164.2842401099324,1239.377147458074,vim.js,2016-01
web2py,762.105217613657,6344.040750497657,4991.084557320844,130539.41402153354,708.377921485636,4707.977531454944,web2py,2016-01
xenko,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,xenko,2016-01
xgboost,0.16825169566465284,229.9469532600228,259.01586699611295,0.16854987624455933,0.16688657896547085,304.5334915927608,xgboost,2016-01
zed,6514.956380926501,363.05407567403813,868.0926202546295,71666.5550348707,28.75151973701113,735.5903685024342,zed,2016-01
