index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
chartist-js,3704.4794119151575,0.05000000114258979,0.05000000101262414,0.05000000123853055,0.050000001225032,1399.3146599403997,1051.9920438938043,209.54188324105849,620.4300153787023,0.05000000110797939,768.5324811440565,0.0500000011987165,0.05000000116534632,0.05000000080194256,0.0500000011957426,0.05000000000000275,0.050000001258316884,0.05000000066568943,10034.170846249754,150.93865821452704,chartist,2016-01
chroma.js,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,chroma.js,2016-01
clumsy-bird,4402.741083791228,19.93115557686935,2514.438840177823,0.05000000098298864,565.2682483924136,459.61316187363724,85.46070958992964,0.0500000009663508,0.05000000107969309,0.0500000007365533,962.7289097511774,193.8296399099845,38.49740493367547,567.5177308280083,0.05000000098792114,0.05000000000010043,0.05000000103047634,148.20589327585083,244.36722188802966,0.050000000929440416,clumsy,2016-01
cocos2d-x,0.05000000121749644,81.74039299825995,1054.725714088956,0.05000000122157589,133.60297734328205,8.99240082434932,0.050032629971177356,0.05000000120610082,10.72935150736375,0.0500000012245757,149.73413876144514,0.050000001251242064,0.050000001217075936,961150.3861121812,0.050000001226537805,0.05000000000007713,0.05000000119312742,186.48887926383856,0.05000000120422418,0.05000000122538889,cocos2d,2016-01
codebox,0.05000000107466013,0.0500000010776398,0.05000000095165943,0.05000000121799041,0.05000000094509311,0.05000000097439987,0.050000001012136246,103.45851804401404,2078.9281733462967,216.08136091084808,0.05000000107636385,0.05000000103064066,577.718362798192,74.76595368147363,450.25317563113583,0.05000000000007361,0.05000000073197512,0.05000000151014489,0.05000000080578583,387.14445557414655,codebox,2016-01
convnetjs,7317.160009748115,28.059446172311866,0.0500000011307416,0.05000000107590404,0.05000000114071069,38.09834021602675,167.31777164391085,0.05000000116492537,1737.6364607830753,0.0500000011714143,579.770726682355,0.050000001238177015,1107.7972947982066,0.05000000112965755,0.05000000108425839,0.05000000000004378,2162.5599499370423,0.05000000107501165,0.05000000105338806,0.050000001158547365,convnetjs,2016-01
d3,935.674366468895,0.050000000987510895,0.05000000113202366,0.05000000120901907,0.05000000100002997,13083.61895436443,0.05000000107233817,0.05000000111936903,0.050000001095359126,0.05000000117380868,0.05000000083068773,0.05000000107193546,0.050000001139641995,0.05000000124931488,0.05000000099734313,0.050000000000009315,561.5073092025003,0.050000000418351315,35211.25037026835,6029.198999657618,d3,2016-01
datumbox-framework,0.050000001224229026,0.0500000010556495,0.05000000122596046,0.05000000134049688,0.050000001221010344,0.050000001133757584,0.05000000125059969,10544.155052322529,0.05000000121089079,0.05000000116817694,0.05000000098029708,0.05000000123784297,1376.8779051569272,0.05000000105116902,0.05000000108570819,0.05000000000056403,51416.74849858155,0.05000000626375176,0.05000000134676914,1682.4185438837687,datumbox,2016-01
dc.js,4835.788752907763,554.9264794978357,208.30062424807863,0.05000000121990245,0.05000000115333014,3966.3712856131747,194.591072101229,109.55905807458153,206.33343006947138,0.05000000116300189,0.05000000118680784,0.05000000122192364,0.05000000119991575,0.05000000104042774,0.05000000114277573,0.0500000000000195,27.199953287443627,0.05000000096813047,71278.6210761962,3694.8082679550416,dc.js,2016-01
derby,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,derby,2016-01
dimple,0.05000000085550512,0.05000000061007981,0.05000000073121762,0.05000000066803784,0.05000000070971088,0.05000000084614112,0.050000000735558034,0.05000000071081367,0.05000000075156511,0.050000000765370256,0.05000000074714887,0.050000000842265455,0.05000000071150911,0.050000000589743146,0.050000000695242824,0.05000000000009672,0.050000000769977855,0.050000012832904624,257289.04999992737,0.05000000072841036,dimple,2016-01
django,0.05000000118225856,0.050000001220782124,0.05000000124842644,1.294088824353235,0.050000001185707646,295.31399852837166,0.05000000103436392,3247.7553940404396,44.481911335850825,420785.8683666627,62.04446282245194,23.984523250065013,3.8585600009719982,0.05000000132712038,15.24672790806241,0.05000000000007876,0.05000000118740302,0.05000000139766285,0.05000000119536498,2874.6519664412676,django,2016-01
duality,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,duality,2016-01
echarts,15516.107957144819,0.05000000113254376,982.8541326616112,0.05000000119292582,683.4825828029782,330.7730770179014,338.6966541055738,580.7004478756176,3798.3155899813537,0.05000000117751757,8161.649367054797,0.0500000010973739,1245.9282971932628,4280.671066534304,4639.094434709747,0.050000000000072396,19.121978782940168,104.09444728922085,199616.20996674336,0.05000000118205451,echarts,2016-01
envisionjs,145530.48491034284,0.050000001199450896,0.05000000125815276,0.05000000121470623,0.05000000118782024,0.05000000122430522,0.05000000120269274,0.050000001219872574,45.941482730033016,27.47787864749453,0.05000000114172934,298.0610228589807,0.05000000112800606,0.050000001447063666,105.34936535667562,0.05000000000008804,0.05000000108100773,643.6400744214341,191.3952655744056,0.050000001239004804,envisionjs,2016-01
epoch,4074.4535762747805,0.05000000075606485,0.050000000857044626,0.050000001039342275,74.33466294283079,0.05000000102346992,94.02647219145926,0.05000000060815241,0.05000000083314167,0.050000000954919833,0.050000000880112555,61.02190527581834,0.050000001167727626,0.05000000083371236,0.05000000057392995,0.05000000000004087,0.05000000214578782,0.05000000101075691,975.4133832991184,0.050000001263911624,epoch,2016-01
express,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,express,2016-01
