index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,project,date
0hh1,181.58240627397552,485.7821865429422,0.06666681512779243,562.6759906141004,0.06666684304480561,5675.10981695205,2596.6043049663404,1236.0991160473102,0.06666682415064339,235.6066418796103,0.06666682662181572,1258.5095181375661,5.450170248024734,31.751050046062634,217.5621309791076,0hh1,2016-01
2048,0.0666667838239536,0.06666682225423615,0.0666667968436659,0.06666684678988441,0.06666681768273591,0.06666677731161759,465.42395663177285,0.06666674772044835,0.06666681636080703,242.5292090134122,13.399687653349504,441.3609495035635,64.77895269594438,140.90724326574897,0.06666682700575759,2048,2016-01
AtomicGameEngine,1292632.9554447995,2138.9584968070935,12155.188020000145,4211.845059176265,12466.218377810828,56583.12809901475,1194.4844375682644,715.2197168997989,37140.506446803476,36.25879182265755,1098.3102327773263,7.662947754300551,10.168171892867804,694.7952947096833,9811.300461736446,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,BEMSimpleLineGraph,2016-01
BrowserQuest,140.5330930383818,0.0666668441246362,3045.6284970430224,3404.9279153228335,3462.2749331549226,35240.109077990055,6806.514664439076,0.0666668436473488,0.06666684684198519,0.08774500278322786,35.94824230999343,1458.797582706146,0.0666667974626228,364.84491480824107,0.06666683436881062,BrowserQuest,2016-01
CNTK,5117.111105273893,121011.4368163596,0.06666683833141385,23295.81621066788,4678.716957833516,1362.2733084106058,0.06666683534385273,34728.303710267865,0.06666684190334865,0.06666683292713314,0.0666668273966209,0.0666668305126753,0.06666671616819464,4096.808556572003,0.06666683427734106,CNTK,2016-01
Caret,3.6277959916571483,2175.8112820075607,1258.3152217735346,280.60976147853876,433614.4893253843,11978.97939411673,13303.881954895194,59.25751341505667,0.07055801727719947,1704.6769242687758,215.01471487963587,16115.300009888944,188.45050850239716,0.06666683140239942,469.4483684223831,Caret,2016-01
Chart.js,0.0666668395460143,0.06666683294820057,0.06666682728935967,0.06666683454086215,0.06666685755196564,0.06666684003786995,179.47967304494435,0.06666683239282213,0.06666685236460729,1957.8002020710207,0.06666682141166279,111976.13251521885,127.85427440000704,0.06666685575132614,0.06666682127915816,Chart.js,2016-01
CodeIgniter,26866.7098526064,0.06666683363545965,14494.077997946451,398.5043489496062,1527.671658641213,10306.949501513749,0.06666682378904835,105.21203841067464,48847.87194365589,0.06666684870332536,262.9291406206555,0.06666684283099765,117.67351659129831,0.06666684006376948,0.06666684356788471,CodeIgniter,2016-01
Dash,44111.90095840675,0.06666682833144508,2660.700892919881,13071.358248343635,6091.1204299632,6450.762615088939,0.06666683743439174,1822.7799488396438,16391.992007855184,0.06666681906373793,0.06666683854912367,0.0666668382682455,0.06666681496130894,90.714928024085,53726.26996953177,Dash,2016-01
Decider,0.06666684321876798,0.0666668331228517,0.06666681720210187,0.06666680332400368,1067.489137042045,980.0474514394471,0.06666683731999223,3779.1707474466666,97.39674521064484,147.91999531333377,0.06666681464455151,0.06666678798288798,0.06666669960765102,675.2667206281417,151.1758684808259,Decider,2016-01
GD,841.1240864931568,1198.3276670654132,50.95415022357909,392.0274478417416,170.95182984316816,80.51647244397688,155.80112153398275,140.60293361798838,185.27821177209293,39.90912604852577,190.66054467173896,420.4882274594432,5087718.228176163,302.0417699690242,202.08823330174994,GD,2016-01
GamePlay,0.06666681776669095,358097.3749389007,0.06666682186520251,14617.276829692693,0.06666683815062512,0.06666682840823492,215.53369563112253,0.06666678622289889,0.06666681412916504,0.06666683946792655,6822.9635190176305,7599.448590172483,2641.3187991754617,0.06666679616046502,29714.55029279054,GamePlay,2016-01
