index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,project,date
0hh1,299.2052154525016,24.145073077628386,0.06666685331832542,0.06666681741278428,736.7160810695826,1570.4488130894238,27.480348623387126,0.06666678783151501,4287.657815922924,69.3188861060227,243.8697108388734,0.06666680687145679,567.0809718703476,67.74374983204196,0.06666684766727962,0hh1,2016-01
2048,585.7614470596537,0.06666674648137896,59.40439630172264,0.06666678074229945,0.06666683949876845,365.90478667431165,60.63154171886382,0.06666671593147244,0.06666680231494869,23.55997262791403,96.13785461810475,0.06666675424302858,0.06666674159631542,0.06666682278842724,0.06666679538338822,2048,2016-01
AtomicGameEngine,0.06666685101203472,953765.8379269453,151.62587146903934,404.2958952409243,664.8211021855441,113.85024380411669,0.06666685469540279,3368.6609603313527,7919.4952997007495,17.107293108308184,4326.768078338681,16782.456773608166,0.06666684658970787,398.3627064934592,32140.51784777927,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,BEMSimpleLineGraph,2016-01
BrowserQuest,534.4646681736263,0.06666684438492092,26.10432432201607,1208.0516987972812,638.750889098064,3925.6118632106395,0.06666680448434266,1488.5808070903377,20094.941628466666,0.0666668413966266,4497.176984944662,0.06666684923828851,0.06666682745611482,0.06666684021534633,458.9171348715984,BrowserQuest,2016-01
CNTK,0.06666681680189096,0.06666683767263143,0.06666681187257907,758.0229272525378,0.06666681821535103,0.06666682917479068,0.06666673402247417,0.06666684985221011,1128.5995429129691,78736.06901825016,51170.14663025244,0.06666683728052701,2445.49521309351,0.06666681166674879,0.06666684157772523,CNTK,2016-01
Caret,0.06666686977701859,71.0322471985235,21.837505561547463,3963.8839401929067,3275.173803264601,23.280658478142946,823.6055944572461,0.06666685043426004,308406.6019003977,1574.0802832740826,210.34845972589326,129.61755533005223,0.06666685400347423,365.399862630338,891.9381887864138,Caret,2016-01
Chart.js,72692.16974339749,0.06666681590386009,0.06666685173337722,0.066666828432858,0.06666684776517418,3819.158562803328,1617.983019182068,0.06666682263503286,839.7622617000592,0.06666682075143453,1033.2597445706303,0.06666684717051682,0.06666682757085318,0.06666681615967984,0.06666684014033356,Chart.js,2016-01
CodeIgniter,0.06666682656331237,10097.332901648506,0.06666683256879428,0.06666684174139025,8771.34625032538,0.06666680370623358,101.41326609005873,5568.254684700138,851.874160718688,0.06666680104578913,0.06666680948276665,30193.690178815315,0.06666683659406435,0.06666683440687259,10657.555223087942,CodeIgniter,2016-01
Dash,12.051279817673061,18803.00442794978,0.0666668369812355,456.62160786176526,6438.246725294465,304.02457974106835,0.06666679350340667,310.20749865706557,72.37061480625329,0.06666684081423396,2534.1668941220596,1543.1137320801108,628.1750742289779,50934.92525771145,36143.89230720075,Dash,2016-01
Decider,119.26348635682756,0.06666682283267401,0.06666679483662291,0.06666685227001486,0.06666678569714216,0.06666681004123123,0.06666669190618335,0.0666668422411808,831.3247105936886,1293.4772285696133,0.06666682806691093,90.84499634038853,2151.476338055131,106.93862401026065,122.14128164357378,Decider,2016-01
GD,0.06666685891065707,136.74371004771163,94.45141036194933,32.75325469932707,23.179517940819785,18.43930713247558,4741788.9064755775,0.06666685317662073,0.06666685363479491,444.68812617360356,25.188328042029312,0.0666668538518833,0.0666668508544438,36.86933467039684,6.447199048553155,GD,2016-01
GamePlay,0.06666685294541892,0.06666682446985162,205413.01530339042,104.94598548018408,0.0666668476106595,198.68591965490248,826.1436952371786,0.06666682394634496,49.11094345640522,0.06666683510231987,0.06666684730826139,0.06666685134205406,0.06666679945102875,1093.4981511827316,0.06666685061736943,GamePlay,2016-01
HLearn,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,HLearn,2016-01
KomodoEdit,0.06666684286443421,9205.8906157418,0.0666668501698175,21101.490798327737,374.8071235700674,25.333297749195758,322.9688289230304,10028.069071118463,14061.057413403894,7.972541423291542,560.0565280518157,9059.720507216263,11350.170148793883,85.66810477739251,422775.66168699315,KomodoEdit,2016-01
Leaflet,5657.733470111681,0.0666668566805823,213.38867101605055,0.06666684880359737,378.8848689812348,18976.962172308915,0.06666675890868762,168.16197633323875,1337.2506841236934,0.06666685527638398,177.35577750948036,0.06666685624891845,0.06666683082870581,312.7957117398456,0.0666668541013099,Leaflet,2016-01
