,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,project,date
symfony-tags_2014-06,0.10002154764409954,0.10001979572438378,0.10001811418964565,0.10000000369189412,138898.09983917273,0.10002078201278217,0.10001843845287652,0.10002026491999334,0.10002164942511561,0.100020127327114,symfony,2014-06
symfony-tags_2012-01,0.10002161309993127,0.10001792043149088,0.10001900708818161,0.10000000381891654,99142.09982943382,0.10002524753798563,0.10001612495712481,0.10002869067238818,0.10002130631757944,0.10002057685860358,symfony,2012-01
symfony-tags_2016-01,0.10002492737678512,0.10002124012448012,0.10002339297740552,0.10000000414422394,142534.09981848692,0.10002298983393601,0.10001960075037557,0.10002202231155921,0.10002311055992255,0.10002410393673497,symfony,2016-01
symfony-tags_2013-06,0.10002004611222631,0.1000184211742652,0.10001795403562778,0.10000000376700315,121415.09984819716,0.10001955738655816,0.10001707958444805,0.10001858848088879,0.1000203578447658,0.10001969978521169,symfony,2013-06
symfony-tags_2014-01,0.10002044577836247,0.10001932908245838,0.1000179822637994,0.10000000361428922,138686.09984211018,0.10002074737487669,0.10001799891988197,0.10002018812829393,0.10002155080718497,0.10001954247395314,symfony,2014-01
symfony-tags_2010-06,123.60660620110228,0.10002404892987725,0.10001915745147948,0.10000000868406328,43599.14318433588,0.10002063960060394,0.10002395358588632,0.10002228650848684,0.10002300363217798,1009.5500762774324,symfony,2010-06
symfony-tags_2011-06,0.10003657101398647,0.10001971807009914,0.10002746825798896,0.10000000419472531,96873.0997997717,0.10002672562195704,0.10001743039287986,0.10002755076994045,0.10002262858081921,0.10002204887598065,symfony,2011-06
symfony-tags_2012-06,0.10001978630594387,0.10001696162273432,0.10001782874616566,0.10000000367027484,113461.09985255993,0.10001944204742537,0.1000174722124594,0.1000181269624516,0.10001970132986744,0.10001803103076355,symfony,2012-06
symfony-tags_2015-01,0.10002880439204087,0.1000206948508001,0.10002277102343383,0.10000000392678426,142250.09981990414,0.1000219991790533,0.10001917302258463,0.1000218982237788,0.10002252658098103,0.10002211093972502,symfony,2015-01
symfony-tags_2015-06,0.10002875398116982,0.10002692064601182,0.10003022173111656,0.10000000575772666,178633.6447930059,0.10002745216808821,0.1000267743876649,0.10002493078860748,19.55501640376696,0.10002531280411502,symfony,2015-06
symfony-tags_2011-01,0.10002519336883317,0.1000191665668394,0.10002013333096885,0.1000000042029921,67641.82102834534,89.37880948178395,0.10002108449743011,0.10002854912879057,0.10002410121897669,0.10002388783503333,symfony,2011-01
symfony-tags_2013-01,0.10002117450866829,0.10001771987851703,0.10001704567778617,0.10000000373968568,119514.09984915481,0.10001946022742708,0.1000167106225445,0.10001849867958273,0.10002051280708144,0.10001962650458454,symfony,2013-01
rails-tags_2014-06,0.10002084513322078,0.10002207582746733,0.1000217718590368,0.10000000579453794,0.10002231339341582,0.10004643681912957,0.10002116634292443,0.1000323726331628,148116.09978479418,0.10002804679881659,rails,2014-06
rails-tags_2012-01,0.10002016707405896,0.10003111820465982,0.100021885109903,0.10000000512871772,0.10002158353789366,0.10002113411167525,0.1000211082215786,0.10002052152873,124023.0998233852,0.1000189562331946,rails,2012-01
rails-tags_2006-06,206.64509576545754,1547.7004325954674,573.9930661889721,0.10000000860166512,43.86811643514918,0.10002368053541891,0.10002363760804796,0.10002170197320469,48007.29319392591,0.10002596330234798,rails,2006-06
