index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,project,date
0hh1,0.1000253675895566,0.10002757566132696,439.4392200508096,2902.8980065954115,0.10002624190665829,518.5754518728306,0.10000999375508149,188.21873881095627,0.1000194153997511,478.3684740725629,0hh1,2016-01
2048,0.10002296817038916,0.10000885316964059,90.66478342163744,359.658355963438,0.10001862333053149,0.10002210112530416,0.10002930252858849,97.97674037260299,0.10000477929943229,0.10001361440670127,2048,2016-01
AtomicGameEngine,59.25953933451297,702916.1931546808,502.58309211454394,1.1868645906061415,2.667547830506859,2.333523123674982,143.96925228413642,0.10002902844935972,4313.385188356231,9566.321808215025,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,BEMSimpleLineGraph,2016-01
BrowserQuest,103.55732009651216,0.10002477926623118,3851.6173256659454,8130.759019251217,0.1000272815141325,2.0257968895419465,0.10002280583998066,562.6210770477612,249.4898002433974,6317.629585921929,BrowserQuest,2016-01
CNTK,0.10002614375850816,2408.0015973904187,1484.149257801191,444.15089665136406,2301.3754814475983,77943.41776594962,0.1000190679084408,0.10002432147914724,0.10002470623166398,787.5049064737989,CNTK,2016-01
Caret,674.9192107911636,578.749375814846,0.1000272872683366,159795.01795339203,0.10002210645596524,0.10003084000297463,0.10003171094695786,12.937533805047124,565.9853467044882,10152.990467445721,Caret,2016-01
Chart.js,0.1000150030447087,0.10002030345067382,0.10002142120090429,512.1189251219294,0.10002577306415601,0.10002103450956298,17.242187597065975,40039.93873882123,0.1000218959175281,0.10002301100080013,Chart.js,2016-01
CodeIgniter,0.10002160564876691,6385.0741059572665,1983.9905251396265,0.10001977493596888,0.10001912818083196,0.10001753942153449,42.84445408433823,0.10002598350245841,11364.01781084089,21247.572999923785,CodeIgniter,2016-01
Dash,70228.540808668,29173.825681612612,1772.4725030864436,187.46231311393976,0.10002712295896493,0.10002914349277892,0.10002339516136986,464.01883903403063,3125.2989524033333,11059.080822336391,Dash,2016-01
Decider,0.10002486373792638,0.10002569766564182,0.10001779392482678,0.10003115557404997,0.10002035943024604,2720.3132260044576,0.10001290778281625,92.36780280633079,116.560952323096,450.15788608533086,Decider,2016-01
GD,20.89388021542605,0.36738758940970695,0.10002884517757017,0.10002778411381201,0.1000293061760414,1.669352312885592,1611909.4692089332,0.10002917425306361,0.1000274025264506,0.1000275212964947,GD,2016-01
GamePlay,21.229319399432043,0.10002239672355295,50409.71577121183,30.37826413625209,57302.07651199302,0.10001885500582348,0.10001789965950615,0.10002649957606645,0.10002279427137807,0.10002477298800763,GamePlay,2016-01
HLearn,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,HLearn,2016-01
