,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,0.0500000008782278,90985.04999992948,0.05000000059934556,0.050000000531048826,0.05000000000000012,0.05000000000000002,0.0500000004963556,0.050000000643859725,0.050000000746453124,0.05000000000025228,0.05000000065108593,0.05000000058617223,0.050000000687759644,0.05000000000154683,0.05000000000000003,0.05000000067333938,0.05000000160097152,0.05000000000000002,0.05000000072948351,0.050000000696898105,symfony,2014-06
symfony-tags_2012-01,0.050000000832535224,63052.049999946445,0.050000000811436324,0.05000000081136627,0.05000000000000013,0.05000000000000002,0.05000000033185334,0.05000000045691861,0.05000000066300635,0.05000000000026874,0.050000000549081595,0.050000000475954404,0.05000000083176987,0.050000000001580724,0.05000000000000003,0.050000000683335474,0.050000001118848524,0.05000000000000002,0.05000000071501634,0.05000000067839183,symfony,2012-01
symfony-tags_2016-01,0.05000000100672053,93174.04999991678,0.05000000070672927,0.05000000094676358,0.05000000000000012,0.050000000000000024,0.05000000050455183,0.05000000124609653,0.05000000093637909,0.050000000000246035,0.050000000735935315,0.05000000064769828,0.050000000792796685,0.05000000000151008,0.05000000000000004,0.05000000087064579,0.05000000101245661,0.05000000000000002,0.05000000082009281,0.050000000771552935,symfony,2016-01
symfony-tags_2013-06,0.05000000086456094,78412.04999993565,0.05000000060098081,0.05000000065519273,0.05000000000000012,0.05000000000000002,0.050000000380755125,0.050000000449213114,0.05000000074106607,0.05000000000024926,0.050000000605590476,0.050000000520688336,0.05000000067443636,0.05000000000153729,0.05000000000000003,0.05000000057364713,0.0500000008848829,0.05000000000000002,0.05000000064492387,0.05000000065998493,symfony,2013-06
symfony-tags_2014-01,0.05000000087121072,90330.04999993129,0.05000000059114558,0.05000000053461846,0.05000000000000012,0.05000000000000002,0.0500000004915472,0.0500000005975094,0.050000000731497324,0.050000000000253085,0.05000000063480853,0.05000000056726843,0.050000000681022824,0.05000000000155204,0.05000000000000003,0.05000000057333773,0.05000000151097698,0.05000000000000002,0.050000000721059916,0.050000000697016926,symfony,2014-01
symfony-tags_2010-06,0.05000000099090735,28932.42624858448,0.05000000069277911,0.0500000004946311,0.05000000000000018,0.05000000000000004,0.05000000064037719,0.05000000080263965,645.5735039021554,0.05000000000028437,0.050000000794954806,0.050000000828805305,0.0500000006470168,0.050000000001663415,0.05000000000000006,0.05000000101521938,476.150247457402,0.05000000000000003,0.05000000071954315,0.05000000078272492,symfony,2010-06
symfony-tags_2011-06,0.05000000134338523,62031.54375509624,0.050000001132175245,30.55624484300106,0.05000000000000014,0.050000000000000024,0.05000000035781412,0.0500000013637093,0.050000000837038594,0.050000000000274644,0.050000000719994865,0.05000000054656374,0.05000000084659812,0.05000000000161806,0.05000000000000003,0.05000000101980345,0.05000000122256309,0.05000000000000002,0.05000000079398587,0.050000001017210687,symfony,2011-06
symfony-tags_2012-06,0.05000000089661104,72829.04999994041,0.050000000609494,0.0500000006615717,0.05000000000000012,0.05000000000000002,0.05000000052962319,0.050000000431250524,0.050000000673102,0.05000000000025741,0.05000000057799784,0.05000000056694266,0.05000000065588273,0.05000000000158874,0.05000000000000003,0.050000000553131564,0.0500000008860507,0.05000000000000002,0.050000000609609525,0.050000000641326516,symfony,2012-06
symfony-tags_2015-01,0.05000000086722021,93255.04999992215,0.050000000682194644,0.050000000908446585,0.05000000000000012,0.05000000000000002,0.050000000508410275,0.050000001218514945,0.05000000081989475,0.050000000000250205,0.05000000069910387,0.050000000623748764,0.050000000749826565,0.05000000000153357,0.05000000000000004,0.050000000845708915,0.050000001068264716,0.05000000000000002,0.050000000780931156,0.05000000075440144,symfony,2015-01
symfony-tags_2015-06,0.05000000112959832,115381.3148717215,0.05000000106808638,0.05000000099047692,0.050000000000000475,0.05000000000000005,0.05000000092138512,64.2276658226251,0.05000000088715129,0.05000000000024703,0.05000000106262441,0.05000000105298776,0.05000000122214615,0.05000000000150277,0.05000000000000006,0.05000000091374087,12.421354854595151,0.050000000000000024,17.23610745519224,0.050000000882019544,symfony,2015-06
symfony-tags_2011-01,0.05000000081642655,43084.48103763432,0.05000000077598812,0.05000000066315448,0.0500000000000002,0.050000000000000024,0.050000000405670056,0.050000000529634714,0.05000000082491416,0.05000000000028077,0.050000000656288686,0.05000000054555566,0.05000000078390684,0.05000000000165333,0.050000000000000044,0.050000000696816704,76.6189623260973,0.05000000000000002,0.050000000933744695,0.05000000078951168,symfony,2011-01
symfony-tags_2013-01,0.05000000087093794,77189.04999993675,0.05000000059439235,0.050000000632478114,0.05000000000000012,0.05000000000000002,0.05000000037676028,0.05000000044563236,0.05000000074178002,0.05000000000025099,0.050000000595925194,0.050000000510981864,0.05000000066771197,0.050000000001548625,0.05000000000000003,0.050000000570748895,0.050000001014788145,0.05000000000000002,0.05000000063969967,0.05000000065742159,symfony,2013-01
rails-tags_2014-06,0.05000000116425875,0.050000000791824914,0.0500000010910681,0.05000000092019311,0.050000000000026835,0.05000000000000004,0.050000000646435505,0.0500000007950501,0.0500000009205836,0.050000000000001106,0.05000000080380832,0.0500000006931946,0.05000000114080171,0.05000000000008741,0.050000000000000114,0.05000000060261103,0.05000000081326146,0.05000000000000002,94404.04999989079,0.050000000986874314,rails,2014-06
rails-tags_2012-01,0.05000000113951658,0.05000000082053936,0.05000000108648321,0.050000000739822935,0.050000000000000225,0.05000000000000004,0.05000000065337211,0.050000000776220334,0.050000000689451075,0.05000000000000148,0.05000000079633544,0.05000000071730967,11248.146573480932,0.050000000000123376,0.050000000000000044,0.05000000062976721,0.05000000076551156,0.050000000000000024,67927.95342642562,0.05000000067372067,rails,2012-01
rails-tags_2006-06,0.05000000097655901,0.05000000077889455,26956.793257232395,0.050000000945999566,0.05000000000000028,0.05000000000000004,0.05000000054716357,0.050000000892885914,0.05000000067453628,0.0500000000000013,0.05000000080518795,0.05000000063912111,3573.392638746953,0.050000000000101186,0.050000000000000044,0.05000000066698818,0.05000000071899435,0.05000000000000002,229.96410398259837,0.05000000061226167,rails,2006-06
rails-tags_2016-01,0.050000001235280346,0.05000000087779373,0.05000000120241934,0.05000000102989884,0.05000000000003927,0.050000000000000044,0.050000001076480595,0.05000000109883067,0.05000000100790053,0.050000000000001155,0.0500000010976662,0.050000000912379064,0.05000000110674249,0.05000000000007267,0.05000000000000016,0.050000000691634024,0.050000001053898555,0.050000000000000024,110282.04999984994,0.05000000121622744,rails,2016-01
rails-tags_2013-06,0.050000001145131666,0.05000000081243488,0.05000000111834929,0.05000000090673635,0.050000000000000225,0.05000000000000004,0.050000000641174554,0.05000000075117087,0.05000000068020503,0.05000000000000113,0.05000000080880081,0.05000000070353429,1.352787245572874,0.0500000000000885,0.050000000000000044,0.05000000060968512,0.050000000829989275,0.05000000000000002,86564.74721265459,0.050000000610997485,rails,2013-06
rails-tags_2005-06,0.05000000081671698,0.05000000073563668,18281.237386527453,0.05000000079308881,0.05000000000000027,0.05000000000000004,0.05000000059366882,0.050000000798425884,0.05000000064356678,0.05000000000000121,0.05000000068967067,0.05000000063339017,420.8626134462584,0.050000000000094094,0.050000000000000044,0.05000000064740669,0.050000000765004486,0.05000000000000002,0.05000000121615811,0.050000000602730396,rails,2005-06
rails-tags_2014-01,0.05000000108074424,0.05000000079052083,0.05000000109863586,0.050000000931966056,0.05000000000002814,0.05000000000000004,0.05000000063537812,0.0500000007731349,0.05000000087853886,0.05000000000000109,0.050000000802339496,0.0500000006735085,0.0500000017800667,0.050000000000086746,0.050000000000000114,0.050000000603781014,0.05000000107162668,0.05000000000000002,89978.04999989556,0.05000000100469553,rails,2014-01
rails-tags_2010-06,0.05000000111374296,0.050000000763848335,0.050000001098731255,0.05000000070316329,0.05000000000000023,0.05000000000000004,0.05000000063829776,0.050000000604552106,0.050000000700453934,0.05000000000000138,0.05000000080330474,0.050000000629114666,27881.21410589321,0.05000000000010207,0.050000000000000044,0.05000000057273906,0.05000000079680173,0.05000000000000002,36117.885894031286,0.050000000613293676,rails,2010-06
