index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,project,date
0hh1,0.06666683240993697,267.75259587411375,3756.046822090965,0.06666684833323684,0.06666681625892087,0.06666682881323369,231.03872594634058,1646.126779945018,10.101383651418324,2672.955242730933,0.06666684302904959,33.53626952188201,0.06666683515025501,4981.975512372334,0.0666668538150013,0hh1,2016-01
2048,0.06666678319893943,0.06666680469592173,0.06666685184045253,0.06666681795409672,17.09265012491245,0.06666678915176018,0.06666685465488086,724.3754395108507,155.11076487541604,407.2166488887405,0.06666676850578965,72.48830213475694,0.06666676800919911,0.06666681454948035,158.11619321171304,2048,2016-01
AtomicGameEngine,48078.17535118388,277.79350704459983,2169.046429125746,2679.0832271433574,220.4369382798871,38426.35174344168,2038.1530166183027,6.769019795405444,66.23828849348713,671.9899330356563,1583901.2795037164,0.06666685272579966,12946.549799127914,21289.64107533013,1161.425499618008,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,BEMSimpleLineGraph,2016-01
BrowserQuest,1726.5052853832988,0.06666682990351532,3688.2033346468047,191.3155566980184,0.06666684767935037,66.70079179426087,828.3158905454492,1682.352154771005,0.0666668439981887,5977.733444059176,0.0666668318143705,0.06666677406876143,3088.832465961149,36930.89585843626,5559.8118835216155,BrowserQuest,2016-01
CNTK,0.06666684222805146,1216.6815187959812,10198.802068640423,13.73914723418312,176515.99447311714,0.06666683931042258,7419.037119113944,0.06666683099501874,3050.8171200937104,0.06666683546489466,1254.654387165633,0.06666671965104824,0.06666684623806711,8610.065338300818,9917.808826495713,CNTK,2016-01
Caret,0.06666684068779437,251.00549060598556,24.18538649922711,2098.6413922708193,1897.1663520367167,29.621200208401678,4451.078877513367,177.09955822255267,3.4809668645876686,317.5332338767895,1984.1747495816667,624.969292368848,471.32148075675315,514979.07126638544,13.584085562216421,Caret,2016-01
Chart.js,0.06666684906341296,0.0666668504382508,0.06666683551988394,0.06666682842194771,0.06666683722213759,98.05236982166689,0.0666668513227606,124644.08219358617,0.0666668503906094,2711.506125727504,0.06666682535339072,1858.9299146609405,0.06666682912788344,965.7627277223423,0.06666685277548891,Chart.js,2016-01
CodeIgniter,32580.624477975263,0.06666684032888869,0.06666683467593909,0.06666681990830707,0.06666681717422726,47727.97599009585,3559.7097959270504,0.0666668496892915,0.06666682622984804,0.06666682403145158,15630.517529353121,124.86452661108248,10356.716677098531,1711.878723229994,1066.2456118211028,CodeIgniter,2016-01
Dash,73251.01892962598,0.06666685063743572,213.085945518537,90043.46919715995,0.06666684162101631,328.0589802826483,7211.070819278721,0.06666687859643192,13.509690718649706,78.66775500568127,29665.848471326874,0.0666668325629162,40.82592328232248,21.06252980314853,605.1150904123527,Dash,2016-01
