index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,project,date
dc.js,0.025000000000000005,87.73443555633277,34865.48192523322,45.49458046475815,0.025000000000000005,0.025000000000000005,34.04595321545438,0.025000000000000005,182.31991150515177,0.025000000000000005,0.025,0.025000000000000005,953.5818805546565,0.025,0.025,0.025,35.772662018006926,125.69796054322968,0.025000000000000005,0.025,0.025,0.025,0.025,55.267248370409824,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,2190.231397256516,0.025000000000000005,526.2219220864673,162.5517941853128,0.025,0.025000000000000005,0.025,208.26456393943096,0.025000000000000005,0.025,53.68376505155186,dc.js,2016-01
derby,0.025,10.113585097251889,0.025,0.025000000000000005,1549.0057577023133,25.00136675186532,0.025000000000000005,534.919579716918,0.025000000000000005,0.025,0.025,57.63655712387179,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,23.999304175541113,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,39.57392001906084,0.025,15.066128588925544,56.90880082342196,0.025,0.025,derby,2016-01
dimple,0.025,0.025,123922.02499998616,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000116,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,dimple,2016-01
django,0.025000000000000005,0.025000000000000005,0.025000000000000005,747.9337767974342,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,13.826426970575369,252.39358028724914,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,167790.76430520444,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,103.42542645851755,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,756.1009041867544,766.3197832147677,252.11367184120616,251.36699526522784,0.025,3453.9252641747153,0.025,234.98502330433007,2720.144842213706,0.025,0.025000000000000005,django,2016-01
duality,33396.38301696995,0.025,0.025000000000000005,25.665285107642323,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,1164.237803765066,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,17.13718551976363,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,6303.047554191144,0.025000000000000005,0.025000000000000005,0.025000000000000005,53.091130809868844,0.025000000000000005,0.025,68146.61302358685,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,duality,2016-01
echarts,0.025000000000000005,0.025000000000000005,0.025000000000007593,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,117554.0249999643,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,echarts,2016-01
envisionjs,0.025000000000000005,0.025,7.210936213145533,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,72309.83906376523,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,envisionjs,2016-01
epoch,0.025,0.025,606.8019372003853,228.85759624741937,1993.4154665516814,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,epoch,2016-01
express,0.025,0.025000000000000005,0.025000000000000005,0.025,487.35253059926345,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,2690.0844009464427,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,41.638068452169186,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,express,2016-01
flask,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,385.3760374590097,0.025,70.26623231599758,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,3926.9237961625995,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,82.57269906243127,0.025,186.97146960975954,0.025,0.025000000000000005,0.025,0.025000000000000005,513.0870867403498,0.025,426.9776786467534,flask,2016-01
frappe,0.025,0.025000000000000005,90.37511836273664,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,13114.61656957578,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,18858.083312047667,0.025,0.025000000000000005,frappe,2016-01
godot,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,332.4627436189832,305.21123038900316,767.4674683786541,0.025000000000000005,0.025,0.025000000000000005,0.025,1.5213257585901117,297231.98301929235,0.025000000000000005,3572.654175674935,229.87503676380456,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,godot,2016-01
golearn,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,277.22321685894457,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,15.504372212920337,0.025000000000000005,0.025000000000000005,0.025,210.04504648400652,0.025,18.284763298160687,97.86767976698687,834.5492816112028,4738.109716937058,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,211.02475172171623,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,9.616171106579927,0.025000000000000005,0.025,0.025000000000000005,golearn,2016-01
h2o-2,0.025000000000000005,810.2156625856371,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,79277.04483683225,0.43629297383143384,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,115.40320757671621,h2o,2016-01
hextris,0.025000000000000005,0.025,0.025,0.025000000000000005,361.4733000362509,43.16319865305249,0.025000000000000005,119.77835304773348,0.025000000000000005,284.88006349692495,0.025,0.025,1752.745808433954,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,136.39233777727898,36.63987243135891,0.025,156.12706612235957,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,hextris,2016-01
jmonkeyengine,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,28.705436001653606,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,377.0698522026851,221671.08981508718,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,9249.234896612421,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,jmonkeyengine,2016-01
jubatus,0.025,1333.9520511028957,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,249.63695034747403,0.025000000000000005,0.025000000000000005,118.04800721114884,0.025,0.025000000000000005,5202.266815952442,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,902.9178055662753,0.025,251.32836981785803,jubatus,2016-01
kartograph.js,0.025,45.79366379238728,301.3950265242773,446.6668983920541,948.6988422901823,72.0679786859503,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,2191.085911101459,0.025,0.025,0.025000000000000005,9.282664379369153,260.11358082874057,0.025,0.025,0.025,0.025,19.30332992029444,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,1626.0572014076035,0.025000000000000005,319.8099026749962,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,kartograph.js,2016-01
keras,0.025000000000000005,0.025,0.025,0.025000000000000005,9.900479047521188,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1173.0329729710859,0.025,0.025,0.025,0.025000000000000005,7337.17325325951,115.67402460579741,0.025000000000000005,5953.3442701101,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,keras,2016-01
laravel,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,291.73833142199805,0.025000000000000005,0.025000000000000005,0.025,8.551899681219899,0.025000000000000005,0.025,0.025,40.688684259390115,0.025,63.38604906553141,1807.6869804189812,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,20.22544458313605,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,144.1393218122244,0.025,0.025000000000000005,0.025,127.50024350183506,324.3080452539487,0.025,0.025000000000000005,laravel,2016-01
leo-editor,0.025000000000000005,0.025000000000000005,0.025000000000000005,112.66004223843348,0.025000000000000005,0.025000000000000005,409.95938065046965,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025229341353619993,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,138868.96081043425,0.025,35.98664993193287,0.025,7.314483215580364,165.7153678310826,0.025,65.57803629110332,leo,2016-01
libgdx,0.025000000000000005,3649.9151149932336,0.025000000000000005,107.36887518413265,0.025000000000000005,81.00361721134242,0.025000000000000005,0.025000000000000005,0.025000000000000005,22.61552582288011,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,843.5048868081708,0.025000000000000005,0.025,0.025000000000000005,0.025,439.1250722655761,746.0704745520807,0.025000000000000005,0.025000000000000005,0.025000000000000005,269706.3250421265,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,584.7712243403906,0.025,0.025000000000000005,0.025000000000000005,0.025,959.5501665615463,libgdx,2016-01
mahout,0.025000000000000005,125743.22789934816,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,443.782842997804,205.15922081900965,298.930036775868,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,mahout,2016-01
matplotlib,0.025000000000000005,0.025000000000000005,0.025000000000000005,102995.32273863787,0.025000000000000005,0.025000000000000005,109.0360324589634,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,52.1926267662408,0.025000000000000005,0.025000000000000005,71.42226244499604,0.025000000000000005,86.60712529176377,19.856258615364137,0.025,0.025000000000000005,0.025,0.025000000000000005,293.7379557369038,0.025,0.025000000000000005,matplotlib,2016-01
mean,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,3921.6557961961053,0.025000000000000005,0.025000000000000005,2125.613526464354,0.025000000000000005,0.025000000000000005,0.025,61.10192779135498,1383.7650643504824,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,3561.40934815104,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,15.532313703558525,0.025,932.2950414486613,0.025000000000000005,0.025,61.826981889784044,mean,2016-01
meteor,169.8513006646875,354.8340124119751,0.025000000000000005,0.025000000000000005,230.79606885256607,1.5656646834667822,0.025000000000000005,140904.8940358916,179.5280843091683,93.13216803966522,0.025,0.025000000000000005,173.00647742947183,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,184.70273189404045,0.025,0.025000000000000005,0.025,0.025000000000000005,80.56927313215924,2.463297073719902,19.619924653856952,0.025000000000000005,0.025000000000000005,0.025000000000000005,592.2053304589565,19.52651892907974,160.95346316467814,65.1124263728456,0.025,0.025000000000000005,0.025,64.0069139468274,126.2551733893992,0.025,224.45213463524087,meteor,2016-01
metrics-graphics,0.025000000000000005,0.025,4358.885309215075,919.786377451964,2124.441832339733,0.025,1071.3061291491674,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,543.4137894222564,0.025,0.025,799.3757696761705,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,368.38811499889346,0.025,0.025000000000000005,20.093430955977915,0.025,0.025000000000000005,0.025,404.8737372567668,0.025000000000000005,748.4676861419116,0.025000000000000005,0.025,120.8708869498732,0.025,5162.396936434655,0.025000000000000005,0.025,0.025000000000000005,metrics,2016-01
modestmaps-js,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,80.69512227227173,0.025000000000000005,0.025,0.025000000000000005,9371.80088463245,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,404.2905502719964,0.025000000000000005,858.9746844223919,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,47.3637583964447,modestmaps,2016-01
mxnet,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,841.6595932156131,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,8125.390406782107,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,mxnet,2016-01
neon,0.025000000000000005,1404.1213795925976,0.025000000000000005,1850.964543012454,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,6648.183709806815,0.025,0.025,0.025000000000000005,21.69385453014411,3829.7671746806973,3095.4900917835425,0.025000000000000005,9679.508021937758,0.025,155.73761990693853,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,14.758604735609412,neon,2016-01
nupic,0.025000000000000005,0.025000000000000005,180.80589938287252,6362.129685467482,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,419.70749117822004,16.17234697641377,0.025000000000000005,0.025000000000000005,0.025000000000000005,140415.01500545538,0.025000000000000005,29.287662854254823,0.025,0.025000000000000005,0.025,0.025000000000000005,14.056908614499354,0.025,0.025000000000000005,nupic,2016-01
openage,518.8303105417109,0.025000000000000005,97.51475014571507,0.025000000000000005,0.025000000000000005,33.53018001762185,375.44217007675485,0.025000000000000005,499.016076259079,4614.356685546129,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,52.3075050798807,0.025000000000000005,0.025,294.2848910623711,0.025,0.025000000000000005,1768.9740924245068,737.1398098767946,0.025000000000000005,0.025000000000000005,581.5047494662948,63.402472555294025,0.025,100.95402197178339,684.6441043115916,0.025000000000000005,0.025,131.4731806596864,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,openage,2016-01
oryx,251.48771691679875,27365.322072496634,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,110.55658987630812,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,179.73362069880582,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,oryx,2016-01
pakyow,0.025,0.025,0.025,0.025,37.560530391379245,0.025,0.025,57.16318072159813,0.025,0.025,0.025,356.4806025604416,0.025,0.025,0.025,0.025,0.025,0.025,1904.8155589623282,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2399.9291816367977,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,111.23302702759463,0.025,854.9929186980505,pakyow,2016-01
panda3d,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,604.6556749135113,74.91528601354808,173.1989998038335,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,217.76051248902507,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025000000000000005,152.31282606044218,0.025,0.025000000000000005,0.025,122.12908403556425,1031.3199004231114,0.025,151.90771625966977,panda3d,2016-01
pattern,0.025000000000000005,0.025000000000000005,0.025000000000000005,1123.7654934938842,0.025000000000000005,0.025000000000000005,0.025000000000000005,34.145743734969656,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,817.4108442413972,0.025000000000000005,0.025000000000000005,9781.762533441466,0.025,0.025000000000000005,0.025,231.59127888157468,13.470728892345772,15379.0814601765,844.9322678695746,0.025000000000000005,0.025000000000000005,0.025,911.277191102429,135.51970765283525,0.025000000000000005,1289.133674997454,0.025,0.025000000000000005,0.025,0.025000000000000005,10313.20907549339,0.025,0.025000000000000005,pattern,2016-01
peity,0.025000000000000005,0.025,184.47596492004382,0.025000000000000005,9.556897359168252,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,3.963589387109036,0.025,0.025,21.424223829236695,0.025,0.025,0.025,18.024820611600116,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,63.12600652778461,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,175.57609667857656,38.05240068617041,0.025,0.025,peity,2016-01
pygal,0.025000000000000005,0.025000000000000005,2892.6628353510537,1172.5596614469837,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,309.81572580822456,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,3746.0520441427716,0.025000000000000005,0.025000000000000005,28.034733247754247,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,pygal,2016-01
rails,81.75422790525185,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,708.6363559482819,0.025000000000000005,2464.5198153207057,0.025,778.7402374617437,306.68657025708893,0.025,0.025,0.025000000000000005,160.17565853883042,0.025000000000000005,135918.3566629316,0.025,0.025000000000000005,0.025,0.025000000000000005,1.8108932664308446,31.68039293200079,238.838019929292,0.025000000000000005,77.67520286799133,493.14323715484005,48.294769042341294,42.87218433714239,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,680.1907720336189,rails,2016-01
raw,0.025000000000000005,0.025000000000000005,629.5977885343154,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,98.32718823796185,0.025000000000000005,0.025000000000000005,0.025,0.025,114.31505768411475,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,356.239404348745,0.025,66.35693562564609,0.025,0.025,0.025000000000000005,0.025,37.313625568376686,0.025000000000000005,0.025,0.025,raw,2016-01
recline,0.025000000000000005,313.2696996669146,136.32608245858975,59.90331314856686,341.22978669558984,0.025000000000000005,0.025000000000000005,616.3210908108196,37.227512521861314,83.40373503966788,0.025,147.1197793507431,33025.83985854594,0.025,0.025,29.498402593915078,11.952726634587217,0.025000000000000005,672.2969151825278,0.025,0.025000000000000005,0.025,0.025000000000000005,261.6342165240356,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,112.13928438966339,1.7460688173058463,0.025000000000000005,512.5245570496534,0.025,1043.5757818553086,0.025,3076.0917114290023,24.374477265331784,0.025,0.025000000000000005,recline,2016-01
scikit-learn,0.025000000000000005,28.813075452009,0.025000000000000005,155.97837529235633,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,123820.16550259748,1039.1430466063423,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,scikit,2016-01
seldon-server,0.025,27522.578296358963,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,140.8117149929619,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,94.78507279484863,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,3729.924915843802,seldon,2016-01
sharelatex,0.025,0.025000000000000005,8.603610769000007,0.025000000000000005,27.19232446363861,0.025,0.025000000000000005,142.04988205800896,0.025000000000000005,0.025,0.025,133.46071831961942,0.025,0.025,0.025,0.025,0.025,0.025,22.595838668170142,0.025,0.025000000000000005,0.025,0.025,69.01966504131474,16.86515713236595,0.025,0.025,0.025,0.025000000000000005,0.025,18.213928865433047,0.025,7.700455772969102,0.025,12.548418909315881,0.025,0.025,0.025000000000000005,0.025,0.025,sharelatex,2016-01
shogun,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,354.63290978103345,155518.417090172,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,shogun,2016-01
sigma.js,0.025000000000000005,14.108992930776074,0.025000000000000005,2277.441565555008,324.52573681860883,0.025000000000000005,0.025,98.09155795085027,1393.245879824457,0.025000000000000005,0.025,60.67767808559364,2006.7758666160503,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,138.11973969042288,672.6735844342846,1188.6891435267491,37.06366049003711,2300.80562682557,300.1059672467087,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025000000000000005,sigma.js,2016-01
sinatra,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,55.99187729400782,0.025000000000000005,192.16338887882947,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,2816.2800512875515,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,71.74631176622255,289.39059085173557,0.025,462.5777799195987,sinatra,2016-01
slap,0.025,9.958540652501767,0.025,0.025,164.8958444468344,0.025,94.04399140160984,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,77.42340879050096,0.025,424.55993818090167,0.025,111.26827652741332,0.025,0.025,0.025,slap,2016-01
