index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,project,date
0hh1,0.06666666680984475,1077.090839867709,201.03856371146915,72.08090604438515,25.90781004621713,9581.87890737655,1424.2632940779056,0.06666682767395923,208.38302303167205,148.6653178513762,1098.2913371123825,0.06666683080027129,0.06666683251734443,0.06666684701446189,0.0666668524701979,0hh1,2016-01
2048,0.06666666683930264,190.22125693088975,0.06666679229036694,0.06666677086499725,63.929225391112865,113.01307469598578,0.06666676112736965,725.6454158884208,134.46788074024812,0.0666667944183564,371.11820514812746,0.06666678292107207,0.06666682291646478,16.071606967154924,0.06666684064576409,2048,2016-01
AtomicGameEngine,0.06666666676982703,2542.101514674133,52838.667843874115,47.111303580928,0.06666685392108339,826.4305307060781,386.07490452083476,0.14079912400093547,340.31062871648174,1867052.4156196842,198.39449739570858,2839.4753070146025,61.9132656062458,0.06666684693993982,3941.7637821564017,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,BEMSimpleLineGraph,2016-01
BrowserQuest,0.06666666670501538,2410.3551605473613,8506.848363318537,0.44591940220744575,0.06666676232899446,38615.45018358743,55.58402426686266,0.06666679312230568,4764.4800159416145,5.538543016114875,2338.1814879797125,2562.3150359108545,775.9752566836621,0.06666682856076266,5638.5593420789055,BrowserQuest,2016-01
CNTK,0.06666666666926363,3461.7210647849593,0.06666684524962162,209416.89812379933,0.0666667725105613,127.47240740808026,11268.401172359707,0.06666685130020894,295.53962487969386,100.56365399528386,0.06666685179675674,0.06666683892822382,79.4046880841519,3423.252013486506,34.347250155374965,CNTK,2016-01
Caret,0.06666666674596543,447951.0683309,16116.430493066146,0.06666685681154455,146.7647111262457,43536.54278182794,539.3370421846585,0.06666684504182223,0.06666683366080695,3022.560000803771,52.461804173274025,2592.6647636557277,4.613549922064109,0.06666684837741349,30715.223187478212,Caret,2016-01
Chart.js,0.06666666683645639,1113.5751751866562,0.06666684981069887,0.06666683511369896,1410.512025491625,31806.02312495853,0.06666684140948162,97302.67232706191,0.06666683447293822,0.06666679906531008,920.5506791151315,0.06666682212390672,0.06666680109169308,0.06666680348384008,0.0666668393498885,Chart.js,2016-01
CodeIgniter,0.06666666676743693,529.8878966990654,96961.86080767341,0.06666682525205365,225.69239357029818,14.588760756312805,625.6776936636093,651.5829748849089,190.00560440213977,14807.587878325381,0.06666683176195592,1994.2837771273119,0.06666681875832094,0.06666683223687524,1175.4988787562008,CodeIgniter,2016-01
Dash,0.06666666671760581,0.0666668365164858,13167.568081321597,0.06666682522519303,0.06666680393887885,2893.2235471159147,0.0666668412200831,0.0666668322324012,4484.459618752931,61000.75478481285,0.06666683869336315,1634.067487419435,127887.71611715913,16728.893260008783,17781.850434977732,Dash,2016-01
Decider,0.06666666666738678,509.5801074433521,872.9402439132472,0.06666680850886997,0.06666671204628842,335.20082334149345,3562.63174857329,153.4802381514644,0.06666680478195414,0.06666682963750548,0.06666683142409174,0.06666682671300184,0.06666681589529512,1612.0847928218664,1062.5487114443822,Decider,2016-01
GD,0.06666666677805272,12.743878381306113,0.06666684885462093,17.36479534085557,5762182.346448904,1.2065941063103012,0.3571576689458814,0.06666685803886685,35.09352471698871,0.0684336962562854,0.06666685029941086,0.06666684632462054,7.380290011789307,65.03886956430112,0.06666684652730268,GD,2016-01
GamePlay,0.0666666668204999,461506.23937396205,0.06666681469956853,0.06666682219254365,0.06666685445459813,0.06666680970342585,0.06666680482207114,0.06666684270395644,25318.89395719564,0.06666681367485655,0.06666684216221515,0.06666680347171555,0.06666684464464231,0.06666682519852266,0.06666679849887525,GamePlay,2016-01
HLearn,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,HLearn,2016-01
KomodoEdit,0.06666666674366295,24677.239158397515,98254.81090007946,0.06666684417453728,0.0666668482247655,7336.520224043638,44387.07746149704,0.06666682960114106,0.06666684523534878,20491.2000287121,0.06666684299562821,27238.30726202803,23.63581559012348,0.06666683991343832,720179.7424805132,KomodoEdit,2016-01
Leaflet,0.06666666667986504,0.06666683908625658,1238.47790268433,0.06666685973540429,0.06666678049821341,35511.422852417076,0.06666684533437241,328.18602371259357,145.08421143780402,66.91707714437075,10029.228401415845,1325.0202724783821,6.196590911771369,0.06666686298339018,0.06666684846337281,Leaflet,2016-01
LightTable,0.06666666666757516,0.06666684179939465,87.9486840505164,11.744080976379507,0.0666667366576508,74.50738405535039,12.644320146120096,0.06666681745795745,69.5032529647481,0.06666680727543349,0.06666684850620995,0.06666685824589194,0.06666678992174542,0.06666680641223706,105.05227663308123,LightTable,2016-01
MLPNeuralNet,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,MLPNeuralNet,2016-01
