,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,0.05000000094776286,0.05000000000000103,0.05000000078755186,0.05000000000000002,138898.04999986096,0.05000000073892289,0.05000000084183101,0.050000000037957626,0.05000000088106825,0.050000000885984955,0.050000000882232665,0.0500000000000093,0.05000000074047424,0.05000000000061103,0.050000000789063956,0.05000000089162605,0.050000000931504446,0.0500000234451467,0.05000000000000014,0.05000000085374736,symfony,2014-06
symfony-tags_2012-01,0.05000000081282982,0.05000000000000072,0.05000000086481531,0.05000000000000002,99142.04999991259,0.050000000544499185,0.050000000758675965,0.050000000078072836,0.050000001030417726,0.05000000092859286,0.050000000938245776,0.050000000000011285,0.05000000066952374,0.05000000000064385,0.05000000068074075,0.05000000087571154,0.05000000087251422,0.05000000116496576,0.050000000000000114,0.05000000097674372,symfony,2012-01
symfony-tags_2016-01,0.050000001274190756,0.05000000000000101,0.05000000109950433,0.050000000000000024,142534.04999986413,0.05000000074200865,0.05000000090640117,0.05000000003799421,0.05000000096546493,0.05000000099081096,0.05000000095801311,0.050000000000009065,0.05000000079464904,0.05000000000059266,0.0500000008393743,0.05000000094542805,0.0500000009956287,0.05000000116156437,0.05000000000000014,0.05000000097089075,symfony,2016-01
symfony-tags_2013-06,0.0500000007758998,0.05000000000000098,0.05000000078812863,0.05000000000000002,121415.0499998808,0.050000000666356216,0.05000000078301044,0.05000000003531028,0.05000000093322836,0.050000000831150776,0.050000000841053764,0.05000000000000701,0.05000000069342617,0.050000000000558806,0.05000000073240251,0.050000000844915314,0.05000000086011901,0.05000001354467222,0.05000000000000013,0.05000000081302078,symfony,2013-06
symfony-tags_2014-01,0.05000000092860522,0.05000000000000103,0.050000000783676994,0.05000000000000002,138686.04999988596,0.050000000724343775,0.05000000082159815,0.050000000038024635,0.050000000872923896,0.05000000082144536,0.05000000086504265,0.05000000000000918,0.05000000072668912,0.05000000000060456,0.05000000076978979,0.050000000870962714,0.05000000091823151,0.05000000120313588,0.05000000000000014,0.05000000084266929,symfony,2014-01
symfony-tags_2010-06,327.58147991128413,0.050000000000001016,0.050000000845047986,0.050000000000000044,43774.24052740913,0.050000000938098865,0.0500000010625905,0.05000000002703186,0.05000000086749819,0.05000000127399573,0.05000000100153744,0.05000000000001088,0.050000001183946416,0.05000000000049057,0.05000000106009782,0.050000001193829344,0.050000000997906656,35.77987075667354,0.05000000000000018,594.5981218135717,symfony,2010-06
symfony-tags_2011-06,42.37020880279838,0.0500000000000007,0.05000000118462342,0.050000000000000024,96762.89744709236,0.05000000055128407,0.05000000083273015,0.050000000052288676,0.050000001044239496,0.05000000111464441,0.05000000096489065,0.05000000000001104,0.05000000077921437,0.050000000000544526,0.05000000071981937,0.05000000151215463,0.05000000091092423,67.88234401064051,0.050000000000000114,0.05000000104733075,symfony,2011-06
symfony-tags_2012-06,0.05000000075923164,0.050000000000001,0.0500000007720595,0.05000000000000002,113461.04999990176,0.0500000007037434,0.05000000072269204,0.05000000003332721,0.050000000913382685,0.05000000081296993,0.05000000082792572,0.05000000000000719,0.050000000683153925,0.05000000000054378,0.05000000075812188,0.05000000083531085,0.05000000082788447,0.050000001137907445,0.05000000000000013,0.05000000078228374,symfony,2012-06
symfony-tags_2015-01,0.05000000125494968,0.05000000000000101,0.050000001062965,0.050000000000000024,142250.0499998579,0.05000000074079338,0.05000000088231836,0.05000000003830143,0.05000000092853147,0.05000000096973852,0.050000000936675414,0.05000000000000912,0.050000000775867054,0.050000000000597955,0.05000000082060381,0.05000000088180476,0.05000000096893557,0.050000015134646116,0.05000000000000014,0.05000000092209998,symfony,2015-01
symfony-tags_2015-06,161.49815839867156,0.050000000000000724,0.050000001096142624,0.05000000000000003,178471.04280278564,0.05000000102574088,0.05000000113066447,0.05000000004038298,0.05000000124065337,0.05000000109063627,0.05000000121896612,0.0500000000000083,0.05000000108807559,0.05000000000054518,0.05000000110845502,0.05000000109147364,20.609038579546763,0.05000000123268626,0.05000000000000012,0.05000000098391832,symfony,2015-06
symfony-tags_2011-01,0.050000000856403035,0.05000000000000083,0.05000000092538447,0.050000000000000024,67076.18640955217,0.050000000577515136,0.05000000079353021,0.05000000004398679,0.0500000008778561,0.05000000098476811,0.05000000095090451,0.05000000000004298,0.05000000104184786,0.05000000000115518,0.05000000087362607,0.05000000091397465,0.050000001019422494,654.9135903843869,0.050000000000000135,0.05000000124910109,symfony,2011-01
symfony-tags_2013-01,0.05000000076720732,0.050000000000000995,0.050000000753307725,0.05000000000000002,119514.0499998955,0.05000000061684586,0.05000000075399248,0.050000000035358476,0.050000000917124976,0.050000000821572216,0.050000000825016995,0.050000000000007094,0.050000000675494476,0.050000000000565335,0.05000000071804647,0.05000000083923512,0.05000000084266155,0.05000000114080718,0.05000000000000013,0.05000000080938883,symfony,2013-01
rails-tags_2014-06,0.050000001023781986,0.05000000000000092,0.05000000102890118,0.050000000000000024,0.05000000097892527,0.05000000080304873,0.05000000093853444,0.050000000041110375,0.05000000111252962,0.050000000868564674,7.317440844082544,0.050000000000014866,0.05000000083193893,0.050000000000569936,0.05000000087108848,0.050000001105937913,148108.78255897987,0.05000000103398082,0.050000000000000266,0.05000000105712928,rails,2014-06
rails-tags_2012-01,0.050000000990606995,0.05000000000000097,0.05000000097487376,0.050000000000000024,0.05000000097170946,0.05000000079900126,0.050000000950403356,0.050000000046858964,1237.8858212768232,0.05000000093273184,4794.506417269027,0.05000000000000991,0.05000000080807229,0.05000000000069938,0.05000000089312718,0.05000000124542239,117990.75776129679,0.05000000104640792,0.05000000000000014,0.05000000093172771,rails,2012-01
rails-tags_2006-06,0.050000000977040604,0.05000000000000094,0.050000000997714476,0.050000000000000024,0.05000000092712389,0.050000000809546065,0.05000000086220196,0.05000000004152831,0.05000000094590165,0.05000000091590264,50379.049999944174,0.050000000000005956,0.05000000072404084,0.05000000000045826,0.05000000077947526,0.050000000829527734,0.05000000159279991,0.050000000988663036,0.050000000000000155,0.05000000075538604,rails,2006-06
rails-tags_2016-01,0.05000000127246015,0.05000000000000087,0.05000000109980681,0.05000000000000003,0.05000000107457828,0.05000000112930377,0.05000000117545295,0.05000000004154365,0.05000000110804944,0.05000000093361396,0.05000000116514491,0.05000000000001766,0.05000000099552767,0.05000000000080982,0.05000000105025761,351.92616341197873,170554.1738363467,0.05000000114133193,0.05000000000000032,0.05000000118006858,rails,2016-01
rails-tags_2013-06,0.050000000997797764,0.05000000000000093,0.05000000102762341,0.050000000000000024,0.05000000097889798,0.050000000799960996,0.050000000937219916,0.0500000000414417,0.05000000113835581,0.05000000087517929,67.38583894171283,0.050000000000008614,0.050000000807990115,0.05000000000061382,0.05000000087364119,0.05000000109704284,136806.7141608964,0.050000001045879185,0.05000000000000015,0.05000000084014712,rails,2013-06
rails-tags_2005-06,0.050000001081286355,0.05000000000000082,0.0500000009295677,0.050000000000000024,0.05000000096075702,0.05000000093288464,0.05000000087027446,0.05000000004031568,0.05000000091913327,0.05000000092293419,30382.049999956755,0.05000000000001068,0.05000000076633997,0.050000000000733444,0.050000000835152617,0.050000000875258035,0.050000001047895086,0.05000000107963191,0.050000000000000114,0.05000000070703584,rails,2005-06
rails-tags_2014-01,0.05000000105646629,0.050000000000000926,0.050000001038225085,0.050000000000000024,0.05000000098062361,0.05000000079532328,0.05000000093372833,0.050000000042748315,0.05000000112597649,0.050000000868559685,16.77649268352217,0.05000000000001446,0.05000000081610245,0.05000000000056407,0.05000000084750714,0.05000000108118488,141429.32350715023,0.05000000117313076,0.05000000000000027,0.050000001035512255,rails,2014-01
