,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31,word32,word33,word34,word35,word36,word37,word38,word39,word40,word41,word42,word43,word44,word45,word46,word47,word48,word49
topic#0,0.2678740335938187,0.14549901967069725,0.13348426084214365,0.12654770620284114,0.11476901230337197,0.11332336647023843,0.10432920468424718,0.09617838512340962,0.09455349223932139,0.09352918767217877,0.09348109973396397,0.0918289226350278,0.08844411117635885,0.08428507533520685,0.0794415982550023,0.07788445492674659,0.0778700520875685,0.07622579110849172,0.07576702768136483,0.07576291072136909,0.0755301577777015,0.07540852925810719,0.0753681461574242,0.07519435933993046,0.07347682504622975,0.07331597772237676,0.07228804580843351,0.07217903927942093,0.0708460801283999,0.07072367266094962,0.07005396194989197,0.0696456114920234,0.06956997906565161,0.06923399198943304,0.06911291148750627,0.06905351276804936,0.06884410316172715,0.06883168303333072,0.06749348062359393,0.06740266154000026,0.06721816504014029,0.06676378061326363,0.06616613813955267,0.06592193543278578,0.06582918643549987,0.06561012816493794,0.06549983152741594,0.06527333756893353,0.06514733527944595,0.06511541433234598
topic#1,1.173511028556437,0.40068183217045017,0.29321165699329055,0.2534417734297259,0.22910836546286606,0.20277613302420142,0.20054809385133798,0.20006006999677808,0.1932758943889059,0.19008360291311915,0.18676949262319129,0.18196188644044825,0.1713765791402928,0.16744691156692335,0.16080077419039132,0.15317726500003953,0.1389414469996766,0.1368129282631818,0.13588910756822764,0.1354606537941357,0.13263817471255812,0.13153447846097796,0.12729858336962713,0.12465621315222793,0.12007907284747438,0.11959079004620679,0.11734333571501798,0.11712921560780086,0.11665519601158737,0.11410473050995133,0.11180872655860793,0.11083534478494622,0.11016617142165198,0.10878150947921905,0.10842193642943072,0.10801758919276079,0.1077395087039279,0.10656816983570418,0.10619233739293314,0.10374442369925857,0.10349788131969398,0.10316102775928862,0.10304135287412837,0.1015127334541314,0.10041762194941523,0.0999902498277686,0.09994329148978211,0.09958887718240916,0.09876281811541367,0.09791680554016768
topic#2,62872.15193227865,58636.566149656865,29709.244796128973,18488.345721230602,16810.79832380886,15912.304147034816,12615.52955300571,12077.360335806095,11650.917664015658,10156.656165905424,9199.433279397463,7997.367945698567,7705.511529961304,7697.142253256871,7692.972659428254,7172.184559978669,6839.806342778002,6406.946890636572,6351.532337139566,6024.377395120668,5530.595582926808,5217.285701095665,5181.676982464665,5146.212290068928,5136.670128336408,5090.611385723686,5069.933729760911,5055.289570764796,4886.793084482897,4784.8770148468875,4717.634227345038,4692.109389044026,4661.15865717105,4645.2797117383325,4386.228260209014,4287.15729449708,4243.434167395507,4211.1983679915,3899.381371620836,3883.563574033201,3873.7977899601087,3774.3931808922403,3689.1305741247998,3657.752172626802,3602.1893489470685,3576.0290231602717,3558.0635053347164,3510.525821419703,3290.918370631874,3223.914802808243
topic#3,0.20343247567966571,0.18867270884801343,0.13195293517123946,0.11679203681217293,0.10636017191980127,0.09182825444753372,0.09041328801678596,0.0882614980253401,0.08783766086651246,0.08724338810422848,0.08548620841332301,0.08361696199029194,0.0831058686786812,0.08305105884067032,0.0821247162130578,0.08204484234181168,0.08142926927036694,0.07994865868388837,0.0793760326781427,0.07811252025789137,0.07591527257071119,0.07485724116704809,0.07405498227337162,0.07377306204211569,0.07342554340193977,0.07294380656081517,0.0724839381560205,0.07169477295153971,0.07163449571325922,0.07121941279024173,0.07112504926583132,0.07091687961276277,0.0705587908191806,0.07041548838503904,0.07003732894673778,0.0693809278272674,0.06924175959164822,0.06862757637675,0.06847419227375753,0.06804935489861455,0.06743511347427746,0.06718986746482242,0.06705353936323266,0.06672262676747906,0.0662265169360704,0.06607747383780094,0.06563340180002739,0.06556877977523765,0.06546338103326133,0.06512081097661829
topic#4,3341.7419866523833,2921.8606126616323,2752.3953849860723,2346.906318706575,2203.0957196286095,2080.1567077385835,1919.1042340564807,1737.6229867273878,1714.1117642317417,1639.5177812258396,1234.6552239591276,1215.1242980129853,1164.9980951626342,1136.939324247874,1021.5789528546147,1018.092245454985,1006.8547754223476,1000.5828808234415,981.865278826426,930.5149474690523,902.6623305661006,864.795215574064,818.717998201703,777.8162873471889,773.587972160206,765.5001009815596,734.3343428702462,733.1391404756845,715.7357124322805,713.5609552021645,707.8893197012294,702.0106728187752,696.6161889400188,648.9361875615474,630.4697796869855,624.7920061951137,620.8730823693411,620.5304291197401,613.3566088271565,612.1821504189818,606.8763664735553,604.7279556809169,573.9256161294736,568.4396942444317,559.7025133758596,531.6512817345053,531.4567758253992,530.797441661013,508.7406534315604,506.4101578332723
topic#5,52304.90689908213,43871.01481061514,30355.5115118182,28120.042672582855,23849.84710386561,23831.862249961167,19475.41636415322,18168.784786354496,14040.247896557257,13609.016013594266,12617.64277741963,12249.413011911927,11954.265678383534,11667.604104610555,11174.07493875553,10427.052666382893,10243.170369511787,9994.630088428683,9897.126089970745,9883.229226043975,9705.271319201178,9631.797547237557,9592.841765229226,9213.683184737314,8704.894812371806,8692.679429294343,8228.696485428258,8221.220983006157,7729.52323857836,7669.453973406874,7527.774931982165,7163.319761073071,7138.876779921893,6717.651314845046,6667.6590823103115,6569.58190489347,6433.953270448724,6406.7750434588,6331.039363480244,6213.368502601691,6035.763329563757,6018.785688330105,5774.780463193981,5677.881048910985,5671.673481169571,5640.058777987701,5592.935254911668,5557.9407570464355,5462.000495780889,5318.937966602989
topic#6,21558.379601012086,10414.867510549428,9794.884429535008,9424.110121997226,8481.8904963947,8266.819235189132,6800.603398319344,6551.888365907358,6219.023510608613,5522.239843939092,5301.788999115465,4931.010400762945,4866.09567506487,4601.173279956983,4359.079042229487,4329.289987673125,4200.43516502773,4096.115189756426,4012.0055634503665,3805.4411968457407,3732.9632158471986,3673.2950345414647,3651.3019638887436,3527.866336768388,3526.278693642773,3479.0238860965655,3459.4923793377534,3395.0780097418556,3214.5126088944435,3204.938135235408,3104.8426374184614,3000.20563643729,2935.9585044448795,2870.9303146648044,2822.3732892486887,2775.222653589367,2770.105553955899,2740.1215653019235,2636.3263947004134,2636.174573508264,2629.529159861353,2558.917431068886,2549.440793713457,2490.6211933585705,2487.3121086733745,2465.39838755359,2459.9525358049486,2456.05572518565,2451.654651403267,2438.210785413667
topic#7,0.7699568428597807,0.5487530312888872,0.26104504580829657,0.23993212520419685,0.21841409790801608,0.2034312309108368,0.20064400478203454,0.19023833453946645,0.17352750313860685,0.1671430020500311,0.1530611561684382,0.14551798562932555,0.14338761853619794,0.14152396012162127,0.13833466576122197,0.13742759009111402,0.1372379139975018,0.13233152299161574,0.13205941441070584,0.13013960458402013,0.11920863435237439,0.11915794811098439,0.11668725677154555,0.11327040706834605,0.11300154286484167,0.111134940488892,0.10977019681618946,0.10904713299344926,0.10879077204831068,0.10833902743527006,0.10604105582837844,0.10534986527758435,0.10344013675083565,0.10160455783109378,0.10117711846521613,0.09934294103234725,0.09916167819349891,0.09678714784850664,0.09648813259485232,0.09578782912216936,0.09515175954422574,0.09471700662936385,0.09429165235179948,0.09387810855895942,0.0922301211358355,0.09178150787963003,0.09170647352866518,0.09106408273962444,0.0909865400458957,0.08955612349834076
topic#8,0.11654549253456974,0.08371504038808347,0.0831029655846825,0.07991053215693403,0.07409945893945508,0.0729613334896941,0.07257461335430478,0.07219324138292775,0.0715413207044148,0.07088654853509069,0.07023556429110918,0.06876280341569667,0.0683164501656224,0.06678537005729439,0.06550898956356227,0.06480838393627526,0.06375352947421149,0.06335610435846593,0.06304196796399607,0.062352962607375044,0.06149963226852342,0.061377959410448046,0.06137530542604754,0.06133821283906489,0.06102352337029478,0.06074554542732066,0.06059896067505362,0.060524707355927215,0.060464499343002506,0.06043467575208249,0.06020571878458192,0.060174488184535524,0.060158323494390875,0.06013643460306067,0.05993776516543023,0.059520776709617126,0.059429950152814645,0.059347254499151514,0.059036745790894046,0.058954690658478595,0.058891938499043284,0.05873084720177184,0.05862879435991395,0.058506723376946845,0.058505809064118314,0.05845568474094179,0.05842474398582549,0.05835953195464817,0.05825865993981855,0.05813070564912663
topic#9,19829.02174332438,19500.53324578368,16054.851949299238,14717.771063629934,14046.197711294242,13623.706489053186,12776.70822321318,11939.534726339729,11021.094868293549,10874.799831066974,10606.318354703448,10030.30014706747,9952.363477699213,9893.822780098171,9571.509689087827,8796.607991102816,8639.333324010599,8612.181407740198,8484.85294690625,7406.3486787498005,7372.928582842469,7364.491975550557,7085.0925885347315,7075.16555570417,6882.346838834119,6867.3540447177265,6845.13458856358,6695.840427113771,6623.691455288056,6442.667517272319,6257.642266415495,6207.928014072736,6020.576005446068,5965.234232253343,5794.514573548748,5719.274727954945,5673.66265340668,5453.906929854644,5426.278529669287,5235.295074957321,5180.771702765019,5143.9222006179025,5136.08293100355,4958.3728676425135,4950.701538932181,4825.827035462608,4810.930259761279,4748.435327980334,4693.593307528667,4687.870525744416
