,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,0.05000000117933864,0.050000001101173676,0.05000000111219492,6317.413924013393,0.05000000111895318,0.05000000088375581,0.05000000000000822,0.05000000000009708,0.05000000110754791,0.050000000956504205,0.05000000115758901,0.050000001074147635,0.05000000110821585,0.0500000012358797,0.0500000000000453,0.0500000011082316,98290.68607593256,0.05000000000000009,0.0500000011118762,0.050000001209425465,symfony,2014-06
symfony-tags_2012-01,0.0500000010921016,0.05000000110130948,0.050000001032812845,71332.22558207835,0.05000000103662816,0.05000000082005379,0.05000000000000716,0.050000000000086385,0.050000001108808485,0.05000000081325192,0.05000000110031675,0.05000000109309479,0.05000000101172641,0.05000000114100631,0.05000000000002405,0.05000000105770995,3040.87441788042,0.050000000000000086,0.05000000113588044,0.05000000109258242,symfony,2012-01
symfony-tags_2016-01,0.05000000121108646,0.05000000116662707,0.05000000117491355,5220.757215001001,0.05000000116927979,0.05000000125882562,0.05000000000000817,0.050000000000096766,0.05000000120090608,0.05000000095847712,0.05000000122690744,0.05000000114270302,0.05000000116104418,0.05000000131695037,0.050000000000045605,0.05000000116524116,102323.34278493946,0.0500000000000001,0.050000001163730205,0.05000000126195236,symfony,2016-01
symfony-tags_2013-06,0.05000000110234983,0.05000000103548082,0.05000000104951181,29220.37052276372,0.050000001042460766,0.050000000799083386,0.05000000000000643,0.05000000000008081,0.05000000104214405,0.05000000091382318,0.050000001080189815,0.050000001014377515,0.050000001023261166,0.05000000101403228,0.050000000000017905,0.05000000106235654,62920.72947718846,0.050000000000000086,0.05000000104561697,0.05000000105714086,symfony,2013-06
symfony-tags_2014-01,0.05000000117162585,0.05000000108093606,0.050000001078989546,11734.083154227983,0.05000000109851008,0.05000000087713512,0.050000000000007955,0.050000000000094344,0.05000000108135615,0.0500000009425726,0.050000001089078525,0.05000000104659976,0.050000001076784456,0.05000000117088546,0.05000000000004055,0.050000001084065465,92894.01684571915,0.05000000000000009,0.05000000108873599,0.050000001147254676,symfony,2014-01
symfony-tags_2010-06,169.03621779970655,0.05000000113475037,53.81550977519583,32351.628305750623,0.050000001188299635,0.0500000009643185,0.05000000000000616,0.05000000000008989,0.05000000118902606,0.0500000011674486,0.050000001234318796,0.05000000117932307,0.05000000124291414,0.050000001247327834,0.05000000000003686,0.05000000134028474,0.05000000112500491,0.0500000000000001,0.05000000115815858,21.71996664540885,symfony,2010-06
symfony-tags_2011-06,0.05000000119272885,0.050000001108650105,0.050000001030921636,70902.30184127671,0.05000000102955141,69.05996884539375,0.05000000000000683,0.050000000000087814,0.050000001157129624,0.05000000083799741,0.050000001170946655,0.05000000113876206,0.05000000101569549,0.05000000117407342,0.05000000000002387,0.05000000121108457,1312.7881898375438,0.050000000000000086,0.05000000113178057,0.05000000110995415,symfony,2011-06
symfony-tags_2012-06,0.05000000109209806,0.05000000099611451,0.05000000096226052,30424.49257940145,0.05000000114658077,0.0500000007774667,0.05000000000000622,0.05000000000008411,0.05000000102116032,0.050000000983197304,0.05000000104847966,0.0500000009993393,0.050000000996725136,0.05000000099282443,0.050000000000018224,0.050000001050350386,55804.607420554385,0.050000000000000086,0.05000000101342315,0.050000001046326494,symfony,2012-06
symfony-tags_2015-01,0.05000000120558468,0.05000000113937664,0.0500000011570221,5615.974708063339,0.05000000114724837,0.050000001237007624,0.050000000000007996,0.050000000000096204,0.050000001168284534,0.050000000954930617,0.050000001214726704,0.05000000112790793,0.05000000114824797,0.050000001310260556,0.050000000000045265,0.05000000109368151,101431.1252918789,0.0500000000000001,0.050000001136857444,0.05000000125906461,symfony,2015-01
symfony-tags_2015-06,0.2400499352931703,0.05000000123548906,153.96433196857822,4627.451811356529,117.97407637181873,0.05000000122127597,0.05000000000000729,0.05000000000009421,0.050000001219400354,0.050000001239500394,12.353994711307989,144.33931711061837,0.05000000123716051,0.05000000125034193,0.05000000000003568,0.05000000131277083,130527.02641846795,0.05000000000000011,0.050000001202236286,0.05000000123049291,symfony,2015-06
