,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,project,date
symfony-tags_2014-06,0.1000301473926439,0.10002715804887827,0.100027270690341,104608.099753846,0.10002715308923919,0.10002800536789441,0.10002655159404325,0.10002764381000785,0.10002681763689364,0.10002536597684278,symfony,2014-06
symfony-tags_2012-01,0.1000280086413618,0.10002517982406173,0.10002314397809327,74281.72468066204,0.10002375936130613,0.10002807043297668,0.10002648017000776,91.4751103178122,0.10002761732920869,0.10002673450924902,symfony,2012-01
symfony-tags_2016-01,0.10002856864177351,0.10002901152449195,0.100029111979385,107544.09973569606,0.10002885667563903,0.1000293884003888,0.10002913482500662,0.10002970785777743,0.10002905087522189,0.10003142729287862,symfony,2016-01
symfony-tags_2013-06,0.10002703111199908,0.10002483857854648,0.10002498387831893,92141.09977496184,0.10002457574312285,0.10002575523251109,0.1000248566231664,0.10002486812121188,0.10002478386948578,0.10002331193682482,symfony,2013-06
symfony-tags_2014-01,0.10002819007683544,0.10002671245042188,0.10002663166451017,104628.09976042651,0.10002653446256006,0.10002743031851125,0.10002597423631279,0.1000275188993478,0.10002630297756117,0.10002423912967125,symfony,2014-01
symfony-tags_2010-06,453.71095244164997,0.1000282583571716,0.10003020619854262,31894.957052198468,16.577716566380694,82.10263561802326,45.59563552877474,48.58786357458553,0.10002900537943903,55.168056583912275,symfony,2010-06
symfony-tags_2011-06,107.8268695982818,0.10002624398568083,0.10002395831372016,72032.45687551235,0.10002465016771625,0.10002819512077257,0.1000317464503334,59.382434061211114,0.10002719071575047,84.73365881565374,symfony,2011-06
symfony-tags_2012-06,0.10003278830583133,0.10002394980217696,0.10002281800552192,86229.09977292,0.10002528928995805,0.10002564550599824,0.10002454986673284,0.10002471948063658,0.10002436461345722,0.10002292540901699,symfony,2012-06
symfony-tags_2015-01,0.10002845164986536,0.10002823941808518,0.10002853338151986,107047.099740793,0.10002836061086551,0.1000293737427556,0.1000263117148331,0.10002997467669922,0.10002829942345864,0.10003161848980237,symfony,2015-01
symfony-tags_2015-06,0.10002902210399929,0.10002937287582173,277.52751099290884,134943.948770841,165.63737850948905,0.10002930576289122,0.10002990635882202,0.10002931775727328,131.86896539230338,64.51722727113167,symfony,2015-06
symfony-tags_2011-01,279.7323991515672,0.1000281907147262,0.10002499037057985,49501.49499298669,0.10002778393836596,0.10003025865551547,0.10002648324351496,327.0724141711564,0.10002670174573319,0.1000292621829803,symfony,2011-01
symfony-tags_2013-01,0.10003333518076854,0.10002428502267724,0.10002382499018235,90661.09977241929,0.10002399116159186,0.10002554788411137,0.10002463926938164,0.10002476554680693,0.1000242631246877,0.10002289663229101,symfony,2013-01
rails-tags_2014-06,0.10002749855211396,115648.26583981756,0.1000282952198622,0.10002934966011022,0.10002844262846707,0.10002714262442103,0.10002823915777204,0.10002621007642674,1222.9339365560818,0.10002839752936601,rails,2014-06
rails-tags_2012-01,0.10002513143355658,85753.71196031147,0.10002676369033153,0.10002775612933827,0.10002703715280267,0.10002762791364798,145.74990901021263,0.10002824532920163,12038.837942016131,0.10002605980651312,rails,2012-01
rails-tags_2006-06,56.59217714991373,0.10002798645734241,0.10002958400045653,143.95599995822909,0.10002793266199327,0.10002502418480105,0.10002475850381218,0.10002516897384833,38732.78962316995,14.062039250349494,rails,2006-06
rails-tags_2016-01,0.10002966889789221,133275.1456082469,166.79903422745647,0.1000297940304974,66.13526286463126,0.1000270594960801,901.5981922529122,0.10002752305164277,390.8217586452398,0.1000296513727095,rails,2016-01
rails-tags_2013-06,0.10002746273832232,106342.37283732856,0.10002773937576157,0.10002914015349124,0.10002762260659855,0.10002691772915752,0.10002817914620467,0.10002601631214433,1983.8269414652912,0.10002808196236349,rails,2013-06
rails-tags_2005-06,152.69017612345857,0.10002712636805763,0.10002877772472732,80.98381499221564,0.10002944966814747,0.10002362662291855,0.10002583800581014,0.10002479223892634,23101.625820739162,0.10002852446494784,rails,2005-06
rails-tags_2014-01,0.10002755865419824,110053.44867829002,0.10002811246897975,0.10002943672831086,0.1000277311859491,0.1000267638926092,0.10002857614255607,0.10002587775195249,1511.7510992605928,0.10002834457099592,rails,2014-01
rails-tags_2010-06,0.100026224626066,53683.04785159555,0.10002625108793047,0.1000251357820551,0.10002545159701257,0.10002649100998626,107.44689474192052,0.10002591015273102,25203.805073678875,0.10002448641398677,rails,2010-06
rails-tags_2009-06,0.10002508971392463,24675.10904598802,0.10003350535208132,0.10002688037753832,33.4471883823107,0.10002849026291491,604.5155125409121,0.10003055775269844,57810.32807897773,0.10002954715029565,rails,2009-06
rails-tags_2009-01,0.1000245632961006,13156.756144569845,0.10002691100099179,0.10002566287299093,0.10002789856790745,0.1000280313368246,0.10002807010065867,0.10002729002050016,61772.44364046692,0.10002650383805117,rails,2009-01
rails-tags_2011-06,0.10002446798481493,76347.92315222567,0.10002682859821371,0.10002700722444272,0.10002709618243454,0.10002708247117802,85.61834375187759,0.1000271088255969,15101.758318550066,0.10002584321401635,rails,2011-06
rails-tags_2012-06,0.10002488894762464,94870.5475098632,0.10002675302793833,0.10002774804679489,0.10002740830876071,0.1000253928680186,0.10002925725652412,0.10002506009724561,5228.652277199743,0.10002638673029146,rails,2012-06
rails-tags_2008-01,0.10002848093394337,2888.244125943193,0.10002871786673713,0.10003078756064185,1.08698587606351,0.10002955292739946,17.992403597963545,0.10003029725448075,48766.07630993761,0.10002678523604654,rails,2008-01
rails-tags_2007-06,0.10002835938256811,344.0547365258263,0.10002893743561836,198.7330592223151,0.10002774878915545,0.10002616985097883,0.10002702748087247,0.10002614723987494,50186.51201166295,0.10002817689858215,rails,2007-06
rails-tags_2006-01,62.97286861697895,0.10002698204970963,96.54748293978113,195.9966554421966,0.10002911270152444,0.10002379818629246,0.10002663354803161,0.10002428244882004,33455.103970110526,14.878892066294865,rails,2006-01
rails-tags_2008-06,0.1000269270648063,3558.748339916542,0.10002829952627072,0.10002981002400234,0.10002939439410624,0.10002949527032934,0.10002878536273462,0.10002966149666222,61992.45142947574,0.10002820494067072,rails,2008-06
rails-tags_2005-01,41.6045689853923,0.10002704567181027,0.10002774566266677,40.0037024826691,0.10002996376573989,0.10002270657746438,0.10002952659427983,0.10002222554661568,12863.691540225827,0.10002908653539282,rails,2005-01
rails-tags_2015-01,0.10002892575184075,122352.40221169975,0.10002873594756986,0.1000291933354538,0.10002852732616321,0.10002712515089442,0.1000271769572888,0.1000269841515129,394.79756201710535,0.10002955950804107,rails,2015-01
