,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,65791.04999995697,0.050000000000000294,0.05000000066975711,0.050000000373930154,0.05000000053913572,0.05000000056145533,0.05000000046134698,0.05000000000000039,0.050000000350140045,0.05000000070078555,0.05000000052081097,0.05000000000000036,0.05000000000000015,0.050000000000000336,0.050000000000141154,0.05000000000000001,0.05000000056892146,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2014-06
symfony-tags_2012-01,45682.04999996299,0.050000000000000294,0.05000000038199751,0.05000000033522547,0.05000000056688348,0.0500000004627127,0.05000000035745474,0.05000000000000041,0.050000000498796715,0.05000000123535827,0.05000000044934811,0.050000000000000384,0.05000000000000017,0.05000000000000036,0.05000000000014993,0.05000000000000002,0.05000000431831045,0.05000000000000002,0.050000000000000044,0.05000000000000002,symfony,2012-01
symfony-tags_2016-01,66921.04999994519,0.05000000000000028,0.0500000042894229,0.050000000435941605,0.05000000062723709,0.05000000070591254,0.050000000515303594,0.050000000000000384,0.05000000066681563,0.050000000736151906,0.05000000058765689,0.05000000000000037,0.050000000000000155,0.050000000000000336,0.05000000000013858,0.05000000000000002,0.05000000070004355,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2016-01
symfony-tags_2013-06,57402.049999959534,0.05000000000000028,0.050000000625959835,0.05000000033375022,0.05000000051308552,0.05000000039990901,0.05000000039493637,0.050000000000000384,0.05000000047773108,0.050000000687488416,0.05000000047538158,0.05000000000000035,0.05000000000000012,0.05000000000000033,0.05000000000013775,0.05000000000000002,0.050000000544980557,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2013-06
symfony-tags_2014-01,65284.049999958304,0.050000000000000294,0.05000000058003739,0.050000000360374566,0.05000000053228668,0.05000000043998043,0.050000000437696264,0.05000000000000039,0.050000000348352,0.05000000069164526,0.05000000050047204,0.05000000000000036,0.05000000000000015,0.050000000000000336,0.05000000000014168,0.05000000000000001,0.050000000564606656,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2014-01
symfony-tags_2010-06,21101.672483658826,0.05000000000000037,690.6198477639181,0.05000000084820103,0.050000000549725185,0.05000000122858946,0.050000000792196624,0.050000000000000454,0.05000000056198266,48.8576685339013,0.0500000011537558,0.050000000000000426,0.05000000000000016,0.05000000000000039,0.05000000000015816,0.05000000000000003,0.05000000080044255,0.05000000000000004,0.05000000000000006,0.05000000000000003,symfony,2010-06
symfony-tags_2011-06,44491.04999996104,0.05000000000000031,0.0500000004059265,0.05000000042465713,0.05000000062251571,0.0500000010204534,0.050000000455137264,0.050000000000000426,0.050000001078044864,0.05000000149625353,0.05000000065636393,0.0500000000000004,0.05000000000000017,0.05000000000000037,0.05000000000015477,0.05000000000000002,0.05000000091229654,0.05000000000000002,0.050000000000000044,0.05000000000000002,symfony,2011-06
symfony-tags_2012-06,53260.04999996247,0.05000000000000026,0.050000000375891245,0.05000000036322327,0.05000000048092625,0.0500000003999523,0.05000000047807316,0.05000000000000039,0.05000000053465237,0.05000000090305129,0.050000000456893685,0.050000000000000364,0.05000000000000012,0.050000000000000336,0.05000000000014241,0.05000000000000002,0.050000000529529076,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2012-06
symfony-tags_2015-01,67261.0499999521,0.05000000000000029,0.05000000083091943,0.05000000040994938,0.05000000058612527,0.050000000631889745,0.050000000488765683,0.05000000000000039,0.05000000061067343,0.050000000924997644,0.05000000055632899,0.05000000000000037,0.05000000000000015,0.050000000000000336,0.05000000000014035,0.05000000000000002,0.05000000062582766,0.05000000000000002,0.05000000000000004,0.05000000000000002,symfony,2015-01
symfony-tags_2015-06,82575.04999990258,0.05000000000000029,0.050000000643895204,0.05000000093025995,0.05000000171097931,0.050000000941793146,0.05000000095862458,0.0500000000000004,0.050000000952527934,0.05000000098832519,0.0500000009373436,0.05000000000000046,0.050000000000014096,0.050000000000000454,0.05000000000013963,0.050000000000000024,0.05000000075867597,0.05000000000000102,0.050000000000000044,0.05000000000000011,symfony,2015-06
symfony-tags_2011-01,31607.049999975257,0.050000000000000336,0.05000000041806475,0.05000000033166488,0.05000000066389676,0.05000000053027811,0.05000000039858362,0.050000000000000426,0.05000000041001188,0.050000001016748716,0.05000000052550202,0.05000000000000039,0.0500000000000002,0.05000000000000037,0.05000000000015483,0.05000000000000002,0.05000000071828008,0.05000000000000002,0.050000000000000044,0.05000000000000002,symfony,2011-01
