index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,project,date
PredictionIO,41.39254161856358,13196.210792266378,211.27677083406863,0.03333333333336651,0.03333333333337694,0.03333333333339022,0.033333333333366286,1594.6202709934876,166.96497723423224,0.03333333333336479,0.03333333333333333,533.3780953816472,0.03333333333338949,0.03333333333333333,0.03333333333333333,0.03333333333337645,0.03333333333336986,0.033333333333383654,1944.322057826447,0.03333333333333363,0.033333333333371726,0.03333333333333333,0.0333333333333712,0.03333333333338197,0.03333333333338024,350.4640482960092,2706.6704455401273,0.03333333333338645,0.033333333333389975,0.03333333333337929,PredictionIO,2016-01
Ruby-warrior,0.03333333333336343,0.03333333333336279,0.033333333333357015,0.03333333333335939,0.033333333333353345,278.2468427166157,0.03333333333335571,278.1778434610884,91.61034701332115,864.5793314920406,0.03333333333333333,0.033333333333361685,0.033333333333363246,0.03333333333333333,0.03333333333333333,0.033333333333390044,0.03333333333334076,0.033333333333365314,0.033333333333387685,0.03333333333333337,0.03333333333335818,0.03333333333333333,0.03333333333338314,0.0333333333333595,0.0333333333333908,205.55230198282504,0.033333333333359964,0.03333333333336399,0.03333333333335565,0.0333333333333521,Ruby,2016-01
Starling-Framework,3135.064508315033,0.033333333333374265,0.03333333333337969,506.0792927140094,189.740659043357,0.033333333333385236,0.033333333333385055,0.03333333333338372,0.033333333333387595,173.00020367014608,0.03333333333333333,0.03333333333336729,818.8260133726839,0.03333333333333333,0.03333333333333333,0.03333333333337803,0.03333333333335245,2169.9155348257614,2335.406510938216,0.033333333333333354,0.03333333333337772,0.03333333333333333,0.0333333333333866,0.03333333333338315,0.033333333333388185,0.03333333333338518,14.30325800512678,14032.964019101504,0.03333333333337758,0.0333333333333793,Starling,2016-01
Theano,0.03333333333337412,109.38936536814711,0.033333333333374085,841.2913670417245,7.617660415537936,0.03333333333338168,0.033333333333381863,397.3588324330546,0.03333333333338296,0.03333333333337683,0.03333333333333333,14.787053236892486,0.033333333333382155,0.03333333333333333,0.03333333333333333,0.03333333333336295,0.03333333333334994,0.033333333333380705,0.033333333333384355,0.033333333333333375,0.033333333333379296,0.03333333333333333,0.03333333333337014,0.0333333333333796,4600.9178021729285,1784.7124040530591,4222.7928642820625,0.03333333333337095,88585.43265091936,0.033333333333385916,Theano,2016-01
Torque2D,559.3551133918769,0.03333333333338013,0.03333333333336785,0.0333333333333814,0.03333333333338081,158544.3985218563,938.2029424105158,8.852237977650434,0.033333333333376104,0.03333333333338425,0.03333333333333333,103.50159779061859,0.03333333333338215,0.03333333333333333,0.03333333333333334,0.033333333333385846,0.03333333333338453,1916.754556693333,3318.4874702012567,0.03333333333333364,0.03333333333338531,0.03333333333333333,10.024869921802619,12871.582698077409,4343.173324932385,0.03333333333338002,0.03333333333338053,0.0333333333333837,0.03333333333338335,0.033333333333382814,Torque2D,2016-01
Torque3D,0.033333333333387054,0.033333333333387206,0.03333333333339447,177.62449892178356,168.47200300435858,522905.6847184184,0.03333333333338712,0.03333333333338682,1253.4959904295079,64.69135380525285,0.03333333333333333,0.0333333333333843,13.68341535767118,0.03333333333333333,0.03333333333333334,223.5363789834236,0.03333333333339002,425.1763590849869,0.033333333333386575,0.03333333333333373,163.23763686475823,0.03333333333333333,386.0349574640096,629.3829542961408,0.0333333333333877,0.03333333333338935,0.033333333333386124,4253.336651100475,593.7255954132933,14.384153274143799,Torque3D,2016-01
adarkroom,0.03333333333336133,0.033333333333377776,0.03333333333336707,0.03333333333338699,0.03333333333337415,0.033333333333377894,0.033333333333372114,212.54073041018364,801.6373134982913,15163.810443884002,0.03333333333333333,611.0972210024256,0.03333333333338454,0.03333333333333333,0.03333333333333333,0.0333333333333572,0.03333333333335866,0.03333333333337768,0.03333333333336359,0.03333333333333335,160.37500563722455,0.03333333333333333,0.03333333333336045,0.03333333333336436,0.03333333333337736,62.65510601643569,0.03333333333336596,0.0333333333333821,0.03333333333336897,287.1175128762406,adarkroom,2016-01
arbor,0.03333333333336698,0.033333333333362095,0.03333333333337858,232.1094438303022,19.217351120378854,0.03333333333338578,0.03333333333337292,3.949747275314625,109.04579323896199,41.14510363519428,0.03333333333333333,545.9613957962731,1083.3507005994936,0.03333333333333333,0.03333333333333333,0.03333333333335945,0.03333333333338681,775.6250841466444,0.033333333333368166,0.03333333333333353,603.7120609357908,0.03333333333333333,0.03333333333337151,0.033333333333379345,72.85144198475513,0.03333333333337691,0.03333333333338957,184.0203398861377,59.89587638864288,151.548994493123,arbor,2016-01
atom,176.84253329933318,230.90503740954213,0.03333333333338662,0.03333333333337551,0.03333333333336273,0.033333333333379477,3060.6552880846043,0.03333333333337803,0.03333333333338327,0.03333333333338611,0.03333333333333333,887.3111585237089,0.03333333333338633,0.03333333333333333,0.03333333333333335,0.03333333333338189,0.033333333333363045,0.03333333333338431,0.033333333333373634,0.03333333333333353,45806.84300204466,0.03333333333333333,0.03333333333337336,0.03333333333337904,22.642980620125122,0.03333333333336851,0.03333333333336633,0.03333333333337985,0.033333333333362226,0.03333333333337405,atom,2016-01
brackets,0.0333333333333854,0.0333333333333871,0.033333333333379074,0.03333333333338754,0.03333333333338787,0.03333333333338783,75.43067878364721,937.4059293042471,0.03333333333338375,0.03333333333338558,0.03333333333333333,433.60974875917964,0.03559656272103509,0.03333333333333333,0.03333333333333334,0.03333333333338588,0.033333333333396914,0.03333333333338515,2381.692062591297,0.033333333333333756,291350.27976863267,0.03333333333333333,0.033333333333390135,0.21442012625027537,176.59846176651365,0.03333333333339285,0.03333333333338872,0.033333333333383244,0.033333333333390745,0.03333333333338792,brackets,2016-01
brain,0.0333333333333557,123.36267001565271,0.03333333333335175,7.120938826899,56.14359717091339,0.03333333333338358,0.033333333333362886,0.03333333333338797,0.033333333333367646,18.129256067578154,0.03333333333333333,40.46649896375183,0.03333333333338056,0.03333333333333333,0.03333333333333333,0.03333333333335145,0.03333333333334946,0.033333333333368624,0.03333333333339628,0.03333333333333333,0.033333333333368735,0.03333333333333333,0.03333333333334887,0.03333333333336674,0.03333333333337796,167.574106774428,9.782113042630202,0.03333333333335545,5.881779656965115,26.839039480940414,brain,2016-01
caffe,0.03333333333337372,26211.142802734656,0.03333333333336734,0.033333333333380157,0.0333333333333771,0.03333333333337649,0.03333333333337795,0.033333333333369033,0.033333333333371636,0.033333333333361075,0.03333333333333333,0.03333333333336643,0.03333333333336494,0.03333333333333333,0.03333333333333335,0.03333333333338398,0.03333333333336239,0.03333333333338441,0.03333333333337767,0.033333333333333534,0.03333333333336999,0.03333333333333333,0.03333333333337643,413.7375790623315,0.03333333333337984,0.03333333333337418,0.033333333333371906,0.033333333333363094,4896.219618192858,0.03333333333336802,caffe,2016-01
cakephp,0.033333333333373606,0.033333333333373016,0.03333333333335675,0.033333333333362955,0.03333333333338365,0.03333333333337822,298.0588482477141,56255.556826747124,0.03333333333337722,0.03333333333337474,0.03333333333333333,0.03333333333337894,0.03333333333336891,0.03333333333333333,0.03333333333333333,0.03333333333336851,0.03333333333336607,0.03333333333337572,41377.97691874315,0.033333333333333416,0.03333333333338548,0.03333333333333333,0.033333333333364974,0.03333333333338086,199.5407395639641,0.03333333333337594,0.033333333333376444,0.03333333333336558,0.0333333333333648,0.03333333333337864,cakephp,2016-01
cesium,29.02922896825846,0.03333333333338862,0.033333333333380295,23.235539310411358,0.03333333333338922,20.322911776451928,348.6073283230214,217.2282471490876,299645.5426606588,0.03333333333338609,0.03333333333333333,160.27505433081362,210.9165790001812,0.03333333333333333,0.03333333333333334,0.033333333333390086,0.033333333333389795,113.49454802720861,83.44046423241736,0.0333333333333337,1047.9039645294936,0.03333333333333333,0.03333333333339027,80.04920063267565,353.11497212805267,0.033333333333387456,0.03333333333339073,0.033333333333386374,0.033333333333387345,10.305967455671787,cesium,2016-01
chartist-js,29.02259081257404,29.897458979392326,5314.545504821872,169.54210231674708,66.68521163028443,0.033333333333384986,14.452441132691185,0.03333333333338357,0.03333333333338958,0.03333333333338776,0.03333333333333333,633.5064774172919,1625.316662044083,0.03333333333333333,0.03333333333333333,0.0333333333333632,1.7819323594195329,0.03333333333338281,0.03333333333338873,0.03333333333333367,52.6942407421712,0.03333333333333333,0.033333333333368034,0.033333333333378345,0.03333333333338654,59.02035100978047,0.033333333333374446,15.935026727667845,0.03333333333336922,0.03333333333339197,chartist,2016-01
chroma.js,0.03333333333337546,9.112057735979526,0.03333333333334652,0.03333333333337007,0.033333333333356294,0.0333333333333626,0.03333333333335347,0.03333333333337149,0.033333333333373905,0.03333333333335977,0.03333333333333333,0.033333333333347606,0.033333333333354254,0.03333333333333333,0.033333333333333354,0.033333333333373155,10.048641593523866,191.84347776249658,0.03333333333337181,0.03333333333333387,0.033333333333353976,0.03333333333333333,19.430339568729732,0.033333333333380316,0.033333333333359326,0.03333333333336551,13.136651464782545,0.03333333333337436,0.03333333333336863,1379.628831873855,chroma.js,2016-01
clumsy-bird,186.50597114107603,0.033333333333362844,0.033333333333388185,41.68526982488365,0.03333333333337059,0.03333333333338463,0.033333333333368055,0.033333333333362976,261.3786350108241,1478.1433769753692,0.03333333333333333,688.6293969223497,811.4130136435554,0.03333333333333333,0.03333333333333333,0.03333333333335848,0.033333333333352526,0.033333333333381045,0.03333333333336726,0.03333333333333333,0.03333333333337599,0.03333333333333333,0.033333333333388775,0.033333333333387186,0.033333333333369776,0.03333333333337164,0.03333333333336681,1422.5995702890093,23.911432857571956,0.03333333333337251,clumsy,2016-01
cocos2d-x,0.03333333333338773,0.033333333333382655,0.03333333333337669,0.033333333333385215,0.033333333333382384,59.62520363680954,0.033333333333385375,0.033333333333382155,0.03333333333338465,0.03333333333338762,0.03333333333333333,0.03333333333338012,0.03333333333338517,0.03333333333333333,0.03333333333333334,25.759988881855406,0.03333333333338768,3.737341677238239,0.03333333333338153,0.033333333333333694,0.03333333333338348,0.03333333333333333,638672.4580749951,0.03333333333338622,0.03333333333338321,0.033333333333378366,0.033333333333380066,133.58605722277176,0.033333333333384896,0.033333333333382606,cocos2d,2016-01
codebox,0.033333333333374335,13.466006687323004,0.03333333333334828,0.033333333333361075,0.03333333333336375,0.03333333333337106,0.03333333333337589,303.4711236836321,0.03333333333335412,0.033333333333364086,0.03333333333333333,963.4317740624253,0.033333333333372975,0.03333333333333334,0.03333333333333333,165.23848180209572,0.033333333333501775,0.03333333333337474,0.03333333333337803,0.03333333333333504,228.39202010043576,0.03333333333333333,0.033333333333387206,0.033333333333373745,0.0333333333333835,86.20059366341957,0.03333333333336841,0.03333333333336609,0.033333333333360526,0.0333333333333553,codebox,2016-01
convnetjs,0.03333333333338874,860.8675713001602,0.03333333333337542,67.52311330359319,23.600926152062847,0.033333333333383064,0.033333333333380635,0.03333333333337964,294.9566418413696,2.743311335510976,0.03333333333333333,890.36548338886,1026.3655079082184,0.03333333333333333,0.03333333333333336,0.03333333333339799,0.03333333333338202,15.502662824970987,0.03333333333337213,0.033333333333333624,982.0439906977958,0.03333333333333333,0.03333333333340147,0.03333333333339161,0.03333333333337685,877.8102626925751,0.03333333333336968,192.31030152549283,735.3102270263627,0.033333333333384195,convnetjs,2016-01
d3,0.03333333333336254,0.03333333333336299,141.73849138628444,0.03333333333337429,0.03333333333336542,0.033333333333365425,0.03333333333336884,0.03333333333336176,111.56520407627197,0.03333333333335781,0.03333333333333333,0.03333333333337254,1007.5152608601956,0.03333333333333333,0.03333333333333335,0.033333333333365106,0.03333333333336253,0.033333333333363024,0.0333333333333638,0.03333333333333345,0.03333333333336489,0.03333333333333333,0.03333333333337356,0.03333333333335855,0.033333333333363115,0.03333333333336335,0.033333333333374605,0.0333333333333705,0.033333333333365044,21034.314377004885,d3,2016-01
datumbox-framework,0.03333333333338205,27387.524609689794,1.9168179538487866,0.03333333333337622,0.0333333333333778,0.03333333333338461,0.03333333333337993,125.75800807007892,0.03333333333338217,84.02810553230057,0.03333333333333333,0.03333333333338049,0.033333333333390905,0.03333333333333333,0.03333333333333333,0.03333333333336886,0.033333333333380254,0.03333333333338071,198.92715894342948,0.03333333333333362,0.03333333333338405,0.03333333333333333,0.03333333333337527,0.033333333333373474,0.03333333333338423,98.01951999408567,1384.009793304311,0.033333333333384986,0.03333333333337219,127.08265316303219,datumbox,2016-01
dc.js,0.033333333333378255,39.428199967070455,36405.84417452499,82.87862976070483,0.03333333333336311,0.03333333333338165,0.033333333333388226,0.03333333333338543,469.46844517276696,0.03333333333337628,0.03333333333333333,0.03333333333338172,1420.0818016312521,0.03333333333333333,0.03333333333333333,0.03333333333336149,37.28915893389961,146.28592157087658,111.46314190849758,0.033333333333333784,405.3590310599842,0.03333333333333333,0.03333333333337103,32.116022648360165,89.01262193361923,0.033333333333388414,0.03333333333339095,0.03333333333337896,0.03333333333337262,287.172850867903,dc.js,2016-01
derby,0.03333333333336399,0.0333333333333846,0.033333333333356426,14.429317329195415,0.03333333333337394,0.033333333333391314,43.632042300925065,122.10090880438426,0.03333333333342333,0.0333333333333739,0.03333333333333333,2126.13520284627,0.0333333333333637,0.03333333333333333,0.03333333333333333,0.03333333333337887,0.033333333333625724,0.0333333333333691,0.03333333333336812,0.033333333333336136,5.86919538481876,0.03333333333333333,0.03333333333335999,0.03333333333339748,0.033333333333391474,0.033333333333385305,0.03333333333336406,0.03333333333336342,0.03333333333338085,0.033333333333398496,derby,2016-01
dimple,0.03333333333336349,0.03333333333335702,123922.03333331946,0.033333333333360415,0.033333333333364475,0.03333333333335062,0.033333333333351214,0.03333333333334622,0.03333333333335788,0.03333333333335032,0.03333333333333333,0.033333333333358105,0.03333333333336664,0.03333333333333333,0.03333333333333333,0.03333333333334113,0.033333333333337885,0.03333333333335041,0.03333333333334518,0.03333333333333333,0.03333333333335397,0.03333333333333333,0.033333333333347356,0.03333333333334569,0.03333333333334848,0.03333333333335049,0.033333333333347336,0.033333333333351034,0.03333333333335538,0.0333333333333626,dimple,2016-01
django,0.0333333333333772,0.033333333333382564,0.03333333333338496,505.6844128271848,0.03333333333337996,0.03333333333337671,0.03333333333338198,126252.15128679678,0.0333333333333868,0.03333333333338079,0.03333333333333333,0.03333333333337296,0.033333333333384535,0.03333333333333333,0.03333333333333334,0.03333333333336287,0.03333333333337004,0.033333333333378595,34734.74660308185,0.033333333333333534,428.61291104113485,0.03333333333333333,0.03333333333337527,0.03333333333338469,15271.720233681564,101.20491824437204,0.03333333333338618,0.03333333333337379,49.112967596150334,0.033333333333385895,django,2016-01
duality,60657.16194330424,0.03333333333337257,0.033333333333382266,5646.409400316157,0.03333333333337334,14555.235769543207,0.033333333333381544,0.033333333333377284,0.033333333333383106,6099.639431365256,0.03333333333333333,0.8353912094432018,3046.7050836559447,0.03333333333333333,0.03333333333333333,0.033333333333371774,0.03333333333334389,83.94749871995502,0.03333333333337306,0.03333333333333333,15667.515138199076,0.03333333333333333,0.03333333333337624,0.03333333333336876,0.033333333333381676,0.033333333333373974,0.03333333333336574,3348.8503436487185,0.033333333333379254,0.03333333333338915,duality,2016-01
echarts,0.033333333333385916,0.03333333333338253,7967.114383771537,0.03333333333338111,0.03333333333338337,0.03333333333338917,0.03333333333337925,0.033333333333378755,0.033333333333382634,0.03333333333338349,0.03333333333333333,0.03333333333338031,109242.42256571315,0.03333333333333333,0.03333333333333335,0.0333333333333867,0.0333333333333853,0.03333333333338386,0.03333333333337958,0.033333333333333694,0.03333333333338199,0.03333333333333333,0.033333333333388705,0.03333333333338196,0.033333333333381315,0.03333333333338185,0.033333333333383765,0.03333333333338305,344.56305047621186,0.033333333333375105,echarts,2016-01
