,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,0.050000001231373686,0.05000000125144101,0.05000000000341506,0.05000000118619254,0.050000001220287575,0.05000000123036385,0.050000001147157254,0.05000000108047618,0.05000000000059893,0.050000001179809836,0.0500000000027083,0.050000001236712714,0.05000000000411556,0.05000000119132803,211301.26150599093,0.0500000000001111,0.05000000115305296,5.838493897058063,0.05000000118783926,0.0500000000000454,symfony,2014-06
symfony-tags_2012-01,0.050000001057594536,0.05000000124780077,0.050000000003841284,0.05000000122689227,0.05000000110711324,0.05000000121066607,0.05000000127947284,0.05000000104545437,0.05000000000066599,0.0500000011943713,0.05000000000306859,0.8892659778084745,0.05000000000464554,0.05000000112654305,148612.50174315268,0.050000000000114134,0.05000000095420352,269.7589907945698,0.05000000111359851,0.050000000000049984,symfony,2012-01
symfony-tags_2016-01,45.98161283951654,8.817713665986686,0.050000000003514976,0.05000000124293522,75.08318262748473,0.050000001243244586,0.0500000013023981,42.18194794123417,0.050000000000623115,0.05000000124080497,0.050000000002802816,27.528618999139105,0.05000000000422655,0.05000000124820224,215974.70214166073,0.050000000000115105,0.05000000116032555,78.05478214897137,0.05000000123286834,0.050000000000045806,symfony,2016-01
symfony-tags_2013-06,0.05000000113383494,0.050000001213473755,0.0500000000033634,0.050000001134334074,0.05000000109434049,0.050000001155088805,0.05000000107054432,0.050000000981218394,0.05000000000058968,0.050000001108649036,0.05000000000265109,0.05000000114167154,0.05000000000398201,0.050000001123854367,183884.04999990595,0.050000000000109145,0.050000001045455655,0.05000000123628841,0.05000000107181539,0.050000000000044516,symfony,2013-06
symfony-tags_2014-01,0.050000001212414366,0.05000000125082493,0.05000000000339323,0.05000000118176908,0.050000001201598414,0.05000000121497189,0.0500000011552479,0.05000000107068148,0.05000000000059366,0.05000000116890013,0.05000000000268705,0.050000001167734294,0.0500000000040896,0.05000000118076115,209943.95210005296,0.0500000000001103,0.05000000113264958,0.14789983787578248,0.05000000115647657,0.05000000000004513,symfony,2014-01
symfony-tags_2010-06,6.346710617267005,0.05000000117293334,0.050000000003931525,0.05000000159828155,107.28897428390398,96.09920523077456,202.0779880399574,0.050000001012122174,0.05000000000065763,0.05000000122885353,0.05000000000315911,753.141253632134,0.05000000000469183,0.05000000118028447,67804.96102382572,0.050000000000109186,0.05000000118067744,302.43484432125535,0.05000000129973094,0.050000000000052315,symfony,2010-06
symfony-tags_2011-06,0.05000000108349778,0.05000000117401561,0.050000000003772346,0.05000000119543085,0.05000000112411647,0.050000001219518905,38.88818891155894,58.42370108291284,0.050000000000637736,0.050000001154484094,0.05000000000299223,161.39646703308622,0.05000000000453063,0.05000000113450727,144576.9847009497,0.05000000000010726,0.050000000957161075,196.55694194494504,0.05000000148997706,0.050000000000049005,symfony,2011-06
symfony-tags_2012-06,0.05000000104990129,0.050000001204243416,0.050000000003335425,0.05000000111199778,0.05000000109140984,0.050000001144296216,0.05000000104860638,0.050000000948410166,0.05000000000058628,0.05000000107960316,0.05000000000261202,0.05000000111221386,0.050000000003935646,0.05000000108082442,172441.0499999144,0.05000000000011044,0.05000000114179989,0.050000001142080246,0.05000000103755665,0.050000000000044405,symfony,2012-06
symfony-tags_2015-01,12.553308001905464,0.05000000121441623,0.05000000000349487,0.05000000122864617,45.67742927659223,0.0500000012453462,0.050000001138676226,0.050000001355044586,0.05000000000061232,0.050000001231310424,0.0500000000027814,22.926640211528845,0.05000000000419594,0.05000000122608615,215629.28749637678,0.05000000000011204,0.05000000115979986,78.80512601720706,0.05000000121350364,0.05000000000004613,symfony,2015-01
symfony-tags_2015-06,893.6159834716074,26.554171792090877,0.050000000003388105,0.05000000118218186,655.1577022664738,5.856557691272983,0.05000000117254069,0.05000000124512026,0.05000000000059013,124.98955698579705,0.050000000002694035,81.8243524359995,0.05000000000403666,2.4981808164096457,273960.66784275835,0.05000000000010371,11.662889239767864,63.401055603260374,73.32170678144352,0.05000000000004419,symfony,2015-06
