,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
symfony-tags_2014-06,0.05000000000005073,0.05000000000189227,0.05000000102759805,0.050000000000024095,0.05000000116956146,0.050000001030396674,0.05000000103585495,0.05000000000098002,0.050000000000000364,0.05000000098542336,0.05000000100500801,0.05000000091580138,0.05000000103649677,0.05000000096073082,0.05000000000008757,245597.04999978375,0.050000000964957554,0.050000000000016497,0.05000000093581819,0.050000000981370904,symfony,2014-06
symfony-tags_2012-01,0.050000000000057485,0.05000000000220117,0.0500000012100694,0.050000000000025954,0.05000000111630769,0.05000000099576607,0.05000000099500971,0.0500000000011212,0.050000000000000405,0.05000000088944093,0.05000000105707874,0.0500000008315558,0.05000000103080969,0.05000000099144379,0.0500000000000904,173652.04999984195,0.050000000884782785,0.05000000000001639,0.050000000782501594,0.05000000115737299,symfony,2012-01
symfony-tags_2016-01,0.05000000000005261,0.05000000000196451,0.050000001084915695,0.05000000000002408,0.05000000155177323,0.05000000109674353,0.050000001109893326,0.05000000000102749,0.05000000000000038,0.050000001040531636,0.0500000011147076,0.05000000096819618,0.050000001131861815,0.05000000118845322,0.0500000000000885,251242.0499997502,0.05000000102552848,0.05000000000001735,0.050000000957234884,0.050000001053351076,symfony,2016-01
symfony-tags_2013-06,0.050000000000050046,0.050000000001832856,0.05000000097254435,0.05000000000002367,0.050000001079052885,0.05000000097390996,0.05000000098725009,0.05000000000094384,0.05000000000000036,0.05000000091559942,0.050000000976098254,0.050000000833319014,0.050000000954864454,0.05000000092890936,0.050000000000086246,213158.0499998044,0.0500000008866908,0.05000000000001639,0.05000000085474231,0.050000001012209895,symfony,2013-06
symfony-tags_2014-01,0.050000000000050344,0.05000000000187717,0.05000000101894758,0.05000000000002406,0.05000000115021712,0.05000000102214012,0.05000000102739732,0.050000000000973016,0.05000000000000036,0.05000000096900453,0.0500000009916034,0.05000000089849517,0.05000000096999479,0.05000000095187912,0.05000000000008727,244002.04999978878,0.05000000095109293,0.05000000000001632,0.05000000092058477,0.05000000097455755,symfony,2014-01
symfony-tags_2010-06,0.050000000000058664,0.050000000002153516,0.050000001079616774,0.05000000000002715,1295.7453563559682,0.0500000010274774,0.050000001002063164,0.05000000000110154,0.050000000000000426,0.050000001051060367,995.6249647781298,0.050000001082207306,0.050000001205252345,0.05000000096244599,0.05000000000008464,79116.77967870167,0.050000001095514945,0.050000000000012715,0.050000001005345816,0.05000000152900164,symfony,2010-06
symfony-tags_2011-06,0.05000000000005591,0.05000000000211534,0.050000001233699715,0.050000000000026086,0.050000001220420934,0.05000000100006112,0.05000000102454923,0.05000000000110684,0.0500000000000004,0.050000000943595725,0.050000001105515265,0.05000000088302564,0.05000000121372311,26.9503002924202,0.05000000000008792,169594.14969953656,0.05000000090943823,0.05000000000001461,0.050000000794270416,0.05000000132545446,symfony,2011-06
symfony-tags_2012-06,0.05000000000004938,0.05000000000180965,0.050000000961105656,0.05000000000002389,0.05000000802297339,0.05000000094169398,0.05000000094456978,0.05000000000093072,0.05000000000000036,0.05000000085343224,0.050000000942818354,0.05000000081154281,0.05000000093104015,0.05000000090341003,0.050000000000088085,199673.0499998144,0.05000000089304054,0.05000000000001694,0.05000000085953721,0.050000001005405394,symfony,2012-06
symfony-tags_2015-01,0.050000000000052156,0.05000000000194311,0.050000001074149814,0.050000000000024275,0.05000000149624394,0.05000000106874477,0.05000000108072538,0.050000000001017196,0.05000000000000037,0.05000000101800483,0.05000000106040102,0.050000000952232226,0.05000000111303722,0.05000000115807611,0.05000000000008762,250992.04999976428,0.050000001009072384,0.050000000000016455,0.05000000094963314,0.050000001028277785,symfony,2015-01
symfony-tags_2015-06,0.05000000000005089,0.05000000000188226,0.050000001143172546,0.05000000000002349,364.33398924543604,0.050000001205698856,132.3592136923322,0.05000000000098112,0.05000000000000037,0.05000000121654971,0.05000000114341821,0.05000000119473894,0.05000000119463169,0.050000001276997136,0.05000000000008606,318472.45679662516,0.05000000121808992,0.05000000000001665,0.050000001208167014,0.050000001204101266,symfony,2015-06
symfony-tags_2011-01,0.05000000000006098,0.050000000002521895,193.4068443098019,0.05000000000002688,209.01295041229454,0.05000000114260324,0.050000001152870094,0.05000000000135181,0.050000000000000426,0.05000000091977655,0.05000000120653846,0.05000000101778046,0.050000001079210966,0.05000000106542272,0.05000000000008947,121919.7302051629,0.05000000104032883,0.05000000000001512,0.05000000079947609,0.05000000107947179,symfony,2011-01
symfony-tags_2013-01,0.05000000000004994,0.050000000001829435,0.05000000097031669,0.05000000000002374,0.050000001111636605,0.05000000096102703,0.05000000097075731,0.050000000000942305,0.05000000000000036,0.05000000089124303,0.050000000971800074,0.05000000081862417,0.050000000947376874,0.05000000090789945,0.05000000000008672,209973.04999980878,0.05000000087410417,0.05000000000001651,0.050000000819182495,0.050000001003052894,symfony,2013-01
