index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,project,date
0hh1,0.06666682217042867,0.06666682676616713,164.99813020578134,1260.6671579156987,0.0666668493384916,0.06666680787162589,0.06666672299841192,127.21558681164011,0.0666667666814479,0.06666682645772504,2288.596938754153,554.8128531929297,131.10933189043314,0.06666681396112996,0.06666678994757355,0hh1,2016-01
2048,7.136111512119381,0.06666674954160642,85.42020648413657,229.0017219556572,0.06666681990420592,0.06666672759486693,0.06666681973805841,166.75005185786677,0.06666670427628472,0.06666680827080786,0.06666686583033278,7.334300979038858,0.06666679510114432,52.75760619715901,0.06666672336751878,2048,2016-01
AtomicGameEngine,283.3020788640674,295792.4638383281,101.3076745398034,0.06666684156991602,8.913511754078169,417597.9958059741,25.822440206842852,0.06666684651683699,1624.0530314706764,0.06666684125482177,0.06666684240496697,0.06666685089560914,3.629969065140139,0.06666684654217692,2070.111648298915,AtomicGameEngine,2016-01
BEMSimpleLineGraph,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,BEMSimpleLineGraph,2016-01
BrowserQuest,408.1502306734594,0.06666683187217955,2863.492155175447,2531.496128790566,0.06666682513987694,0.06666678988683059,0.06666680080675709,365.382291584173,126.37228091256262,89.43542125830082,12353.278038385906,0.06666681635183509,0.06666684571447418,0.06666682215574193,479.9267854732484,BrowserQuest,2016-01
CNTK,0.0666668374928286,4886.106603086163,690.2299512573769,0.06666684290044088,2885.0310356714876,0.06666682744077018,0.06666675781617484,0.06666682372582486,0.06666680174824482,97.30735885599313,1845.6013204809774,74964.12372920004,0.06666684640173166,0.06666681083218166,0.06666685140081637,CNTK,2016-01
Caret,1149.2046937732496,1196.0450926767076,640.8360623660228,482.56823814400394,17.96034549395027,0.06666684962092399,131.99721365702803,876.810543032642,0.06666681957446109,0.1568033895787949,17320.749665594238,149.5688616414109,1692.3304766364456,148122.5720030164,0.06666681215310828,Caret,2016-01
Chart.js,0.06666676537761872,0.06666681471153835,0.06666684697447142,237.819541063185,0.06666683289736398,0.06666680873495248,19.853056320670618,40218.786363335406,0.06666680621065427,51.14200361764361,0.06666684324251387,0.0666668055945259,0.06666680381623728,41.73236746998855,0.06666684571519614,Chart.js,2016-01
CodeIgniter,0.06666679877682218,14.786646809661184,0.06666683079110165,0.06666681809218265,0.06666680624207075,2476.3878200723693,0.06666685458446667,0.06666682423767843,19.948712973777564,0.06666682610108032,3839.889729077475,0.06666679325186564,2531.654617417832,0.06666683419881088,32140.73247224062,CodeIgniter,2016-01
Dash,52816.45253531325,60109.733982207836,292.4747845383208,25.407646301884224,0.06666683444239224,0.06666684699830844,17.10743651248626,223.09675303333657,88.54510187441385,0.06666684126177917,0.06666684756151468,164.55773080629893,0.0666668458422485,0.06666685383868423,2273.2240282643265,Dash,2016-01
Decider,0.06666678391894271,0.06666686933339216,0.06666684245077041,0.06666679531436966,0.06666705512324056,0.06666680009718144,0.06666673885737101,38.5690636637039,0.06666684123286817,0.06666686476882291,157.99755637941615,2732.7598265554393,0.0666668023196439,0.0666667766068653,449.9402182284798,Decider,2016-01
GD,21.90844043323117,0.06666684855171316,0.0666668490871436,0.06666684965651822,8.450925926826029,0.7355962774917795,1611901.1717011088,0.06666685693210768,0.06666684277708963,0.06666684893029935,0.0666668454269045,0.0666668602589812,0.06666685334265929,0.06666683312198383,0.06666684168273206,GD,2016-01
GamePlay,56.81986268686997,0.06666682392258406,74066.31313338353,0.0666668368564631,33640.06700214204,0.06666679623587483,0.06666679115909477,0.06666681562931209,0.06666680262901895,0.0666668033894362,0.06666679900470109,0.06666677970361755,0.0666668318492137,0.0666668560955235,0.06666681546959731,GamePlay,2016-01
HLearn,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,HLearn,2016-01
KomodoEdit,0.06666683323728094,34456.65007174134,0.06666684529374693,0.0666668308726507,0.06666685040570426,1854.2683446950027,0.06666686239649153,0.06666679715715673,9241.081525249812,78845.11161835391,142893.37695272392,0.06666684582434881,0.06666684800047559,6489.985084404041,28518.99306792631,KomodoEdit,2016-01
Leaflet,92.207755851948,0.06666685577986901,12.561137812801457,4108.069888551722,0.06666682113194063,0.0666668452156322,0.06666687052545994,9244.958489117458,26.802885610026788,24.57116246243801,2987.221473317148,13.746197238758603,28.214717549441566,0.06666685662595388,84.31295822552289,Leaflet,2016-01
LightTable,0.06666673528060245,0.06666683287270561,4.152251604834633,0.06666681241676495,0.06666681799699023,0.06666680054986607,0.06666673708127917,0.06666682004884121,0.06666683250871433,0.06666687267277631,64.65036585378668,12.90918149433148,24.005474575951467,0.06666686757317394,21.616058341986264,LightTable,2016-01
MLPNeuralNet,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,MLPNeuralNet,2016-01
ML_for_Hackers,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,ML,2016-01
MonoGame,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,MonoGame,2016-01
OpenRA,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,OpenRA,2016-01
PredictionIO,0.06666677080635365,0.06666680529226737,0.06666680310067764,316.9097836612536,0.066666843765433,0.06666681553844443,0.06666694900254291,70.71401823024783,7384.733176446384,0.06666682959222905,0.06666684339079361,15610.449375092292,0.06666682852533562,223.20735343252497,3631.386291632268,PredictionIO,2016-01
Starling-Framework,0.06666685669638638,715.6574293945625,10089.342390282047,238.0577628229042,14701.624915723223,0.06666683206028508,0.06666673730791617,1317.11001448206,979.3274282732316,282.9136819418318,0.06666682109464778,342.32037899717454,0.06666684151230656,786.6130732935086,1008.6995906796741,Starling,2016-01
Theano,0.0666667794651253,2690.1074374045793,23401.809356116402,0.06666679754891783,0.066666791146511,0.06666683647343492,0.06666674685228657,0.0666668349341164,0.06666682747589416,13804.066343210452,0.06666683596962747,92560.63480219865,0.06666682880066256,0.06666684876943517,263.71539285505474,Theano,2016-01
Torque2D,1171.2493156824164,3852.571961376539,0.06666683888285736,0.06666679125017662,21601.633464482326,1580.5675240532287,86.44222352395256,0.0666667887894244,0.0666668519451255,0.06666683270847382,0.06666684993293132,237.48482744056523,15168.417450159428,0.06666685174889837,611.1665654490206,Torque2D,2016-01
Torque3D,613.1987611178936,209.1493587172246,317.48459709530647,243.94290705730432,656.699722602128,291.00187002479,0.06666686051617969,0.06666685447477656,0.06666684310928524,0.0666668569750638,0.09400078402724404,0.06666685577329355,678561.9621142201,0.06666684265451482,0.066666849097837,Torque3D,2016-01
adarkroom,0.06666675457995072,0.06666680010704334,4156.989405925135,2791.213040716061,202.86716805497173,0.06666678616580879,0.06666681000246714,0.06666682690172297,0.06666676565670815,626.3232391015301,11320.881436900821,342.3510154525529,1254.5198240530246,0.0666668032956233,511.3882022241725,adarkroom,2016-01
arbor,0.06666679690583038,0.0666667843691839,243.43920330161785,851.2061738729079,259.601488193101,19.846300597226772,17.39231677109816,1363.6870448442814,0.0666667970382968,133.10345386793506,2019.8794352520413,22.47166525857683,165.03958396167135,0.06666683198006097,0.0666668647234491,arbor,2016-01
atom,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,atom,2016-01
brackets,0.06666684704541113,0.06666684305407385,0.06666684588961835,0.06666684927024329,0.06666683307424778,0.06666685480098078,0.06666685536026597,31.538170709822065,1426.376378153084,0.06666684742257051,382527.5179114608,0.06666684729979136,0.06666684952341344,39.061267341931725,83.83960365023309,brackets,2016-01
brain,0.06666672637283559,42.19561527410014,0.0666668092096507,0.06666680349868608,0.06666674749525885,0.06666679649056034,0.06666670440794777,14.44837144164801,0.06666676515803684,0.06666686088759788,100.02272358052555,545.5999549464595,0.06666683790647408,0.0666668361976296,0.06666686916156099,brain,2016-01
caffe,0.06666683149412182,5525.3016097055415,0.06666682312994501,369.91922102390504,0.06666680271725965,26.010060438972776,0.06666678922397018,12.993933028153485,0.06666682258593147,0.06666684689599635,0.06666684278738094,44698.854740641924,0.06666687711716496,0.06666684871084698,11.32043364994509,caffe,2016-01
cakephp,0.06666683225824381,0.06666686561076397,0.06666683658891281,0.06666684240156891,0.06666681151562906,0.06666681901357847,0.06666678304607562,0.06666677389550975,0.06666684664073226,0.0666668371245406,0.06666684874380219,0.06666683220310177,0.06666683371182945,997.7257637292212,120483.40756745331,cakephp,2016-01
cesium,72.75484240650044,686.804764034472,0.06666684611789479,323338.0910108406,0.06666682550026654,0.06666683212882189,0.06666685219388051,2932.453958982501,0.0666668387074847,899.5306772309893,38863.8769759035,0.06666685151277701,0.06666683571480851,4006.402044218717,62.619058250909475,cesium,2016-01
chartist-js,0.06666676862865623,0.06666681774583016,0.06666683348113496,0.06666686174039345,0.0666668665264184,0.06666682528417553,0.06666704729441943,8514.89558417738,0.06666686730313479,54.660382899635174,656.4932324833931,85.16735457768151,0.06666685224229203,343.8331169781678,109.35032713427442,chartist,2016-01
chroma.js,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,chroma.js,2016-01
clumsy-bird,0.0666668391819042,83.1676537698783,1113.8979310149532,774.6239189503056,1477.2094151040496,0.06666683302831368,0.06666673333026123,1250.9607990923498,0.06666683460866621,0.06666681243977754,977.2605514572148,0.06666686085845819,226.02707715572342,30.385985709675207,0.06666682850955401,clumsy,2016-01
cocos2d-x,842027.5752240135,0.06666684198307642,0.06666684671364403,0.06666684635134561,260.04895293502017,0.06666685084732787,0.06666685274959927,0.06666683325455225,0.06666683281110004,0.06666683829334556,0.0666668363587192,0.06666683242322555,75.5758205646599,0.06666683672856206,0.06666683573561336,cocos2d,2016-01
codebox,221.0321880846047,417.73083156545016,0.06666679882421588,0.06666677084222777,0.06666680934957633,0.06666682411121626,0.06666682519956767,0.06666675833762589,0.06666686926319788,29.873015354914653,1077.3418627363314,0.06666687011124958,0.06666677962819018,0.06666678973737264,534.3554341618631,codebox,2016-01
convnetjs,0.0666668124888529,43.498139853305844,361.3491761702904,254.6555546338282,208.8737224453009,0.06666682230863956,0.06666690374800192,1018.3147482296472,18.176483600933306,88.64797240827126,3262.892660980202,2842.1915406670105,0.06666683969341672,0.06666681707740321,0.0666668101918877,convnetjs,2016-01
d3,0.06666711821563154,0.06666685331649473,0.06666679054434486,474.68396942898875,0.06666683493202973,0.06666685807571332,0.06666683621097579,28216.974034570314,0.06666685655355689,0.06666686429092264,0.06666684411878764,522.1705143802905,0.06666682948592767,0.0666668249091061,1596.4381460863524,d3,2016-01
datumbox-framework,0.06666680430093717,0.06666682345324661,54.25069698508287,0.066666848026299,0.06666686342674741,0.06666681296082634,0.06666674065278935,44.90915258221523,4700.396392692174,397.8930310609235,0.06666685320528773,30397.10646619542,0.06666684519313432,0.06666684976893933,1536.8442590076666,datumbox,2016-01
dc.js,0.06666678142552863,0.0666668267123714,0.06666680062760834,165.65881397792933,0.06666680265529884,179.20912582821404,34.41316135737036,49033.50566358635,228.2870146535157,120.00174536581424,222.3572699794369,0.06666683832170081,0.06666683755369893,0.06666684059379493,38.10053749232207,dc.js,2016-01
derby,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,derby,2016-01
dimple,0.06666670893124323,0.06666671607613511,0.06666672668824787,0.06666672946377711,0.06666672419636531,0.0666667137339061,0.06666668604483526,151191.06666587119,0.06666670474215501,0.06666673053144165,0.06666674290048819,0.06666673589051374,0.06666673411194715,0.06666673637102667,0.06666671584678634,dimple,2016-01
django,0.06666680239166795,0.06666682049509849,0.06666682536129441,0.06666683990912588,0.06666682877927846,0.06666682833029763,0.06666683482393522,0.06666684164885997,2458.3973520085597,0.32700424030601905,0.06666681872628064,0.06666683844343495,0.0666668165343691,178322.0737405645,44344.468567964424,django,2016-01
duality,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,duality,2016-01
echarts,48.40238086381557,106.50680595810907,1446.1044756151891,139.49454641631993,687.408569380219,0.06666683874732905,172.04953118965543,141342.33157545712,797.3121992729565,0.06666683888241468,3111.9972375404222,479.823962121929,1296.5090912003543,0.06666683531325385,956.859624380882,echarts,2016-01
envisionjs,36.22844539252233,0.06666680456249796,0.06666686104921069,243.96497708482386,0.06666685480504635,0.06666682960345022,185.7419064007238,65941.5652200794,0.06666684389567586,0.06666684142719384,25423.552102224137,0.06666679740913957,0.06666682157493586,0.06666683729929251,26.347347274508525,envisionjs,2016-01
epoch,0.06666682075919263,0.06666678381717975,0.06666680264376622,0.06666683558837823,178.4469609285616,0.06666673144666359,204.19992251646832,1403.071794213175,0.06666670377975246,443.3330156964146,432.28185950611123,691.0664460670813,0.06666683328020442,0.06666673926668298,0.0666668198644124,epoch,2016-01
